type,country,id,community
organization,Unknown,874124852,10
location,Unknown,705283b0-cdb7-4f0a-8481-b3fea243a8e5,10
vessel,Unknown,Boat,2
person,Country_271835,Teresa Rivera,2
vessel,Unknown,salmon,10
person,Country_271835,George Ramirez,10
organization,Unknown,7320771,0
organization,Unknown,94760735,0
Uncategorized,Unknown,Aleut Community St,1
Uncategorized,Unknown,KanuuxÌ,1
location,Unknown,e8036bce-0679-41d2-aa7b-d444163ae65a,1
Uncategorized,Unknown,âSewardâs Follyâ,10
Uncategorized,Unknown,âAlaÄum KanuuxÌ,1
organization,Unknown,42603647,4
organization,Unknown,8544797,4
organization,Unknown,5070599,4
organization,Unknown,8966,4
organization,Unknown,39,4
vessel,Unknown,Plastic,0
location,Unknown,e53552bc-174b-4799-b96b-c23cfa0731cb,9
organization,Unknown,9166,9
organization,Unknown,48,2
location,Unknown,c14a3dc1-59d0-4b92-b9f3-331e51912787,8
organization,Unknown,505943,4
organization,Unknown,79538,9
person,Country_271835,Kevin Norton,9
Uncategorized,Unknown,âgreenâ,10
organization,Unknown,36,10
person,Country_271835,Amy Wise,8
political_organization,Unknown,40952,8
location,Unknown,52093e45-b873-4300-9612-8dfc291b1339,0
organization,Unknown,528,10
person,Country_271835,Hunter Wheeler,10
person,Country_271835,Christopher Miller,8
Uncategorized,Unknown,ipoa-iuu,0
location,Unknown,2ceda972-c633-4a88-bbe8-a4fe48cb5555,0
Uncategorized,Unknown,Torremolinos,0
Uncategorized,Unknown,International-Convention,0
Uncategorized,Unknown,imo,0
vessel,Unknown,Spy,10
location,Unknown,e678510b-947d-455a-8eb0-44d1009682ec,10
Uncategorized,Unknown,The Pew Charitable Trustsâ,10
location,Unknown,a0deebdf-db0c-4aa8-91b6-0536e017c20f,10
organization,Unknown,25125567,0
person,Country_542476,Thomas Morales,8
person,Country_271835,Morgan Black,1
person,Oceanus,Kristine Vaughn,9
organization,Unknown,1301719,10
person,Country_271835,Carlos White,1
person,Country_271835,Robert Adams,10
person,Country_271835,Brandon Jackson,10
organization,Unknown,691192,1
organization,Unknown,243964,1
Uncategorized,Unknown,ââ,8
event,Unknown,âHe,9
organization,Unknown,314,0
organization,Unknown,979893388,8
person,Country_271835,Tammy Ryan,10
location,Unknown,e1d7b4ac-ed31-42a4-9375-4afb0f78f276,2
person,Country_271835,Mary Horton,2
vessel,Unknown,cutter James,2
location,Unknown,1da2bc5a-e590-41c9-9982-2ade48dfc426,0
organization,Unknown,842229565,4
person,Country_271835,Dylan Roberts,9
vessel,Unknown,Hang,9
organization,Unknown,41695239,10
organization,Unknown,489,10
vessel,Unknown,Oceans,0
location,Unknown,7c54563c-577c-462f-8e30-389b510c776a,10
event,Unknown,Morning,10
person,Country_271835,Jennifer Simmons,10
organization,Unknown,833355,10
organization,Unknown,613281364,10
organization,Unknown,801809,10
person,Country_271835,Angela Spencer,2
organization,Unknown,32416483,10
organization,Unknown,65,10
organization,Unknown,58745,10
organization,Unknown,61057213,0
organization,Unknown,653,0
organization,Unknown,678,10
organization,Unknown,6393,0
location,Unknown,34f0cbbf-83c3-4e09-ad7a-b94a778f7c12,10
person,Country_271835,Madison Edwards,8
person,Marebak,Calvin Salas,1
organization,Unknown,685607,9
person,Wysterion,Tristan Johnson,1
person,Country_271835,Andrew Gamble,10
organization,Unknown,492238508,0
person,Country_709784,Anita Tate,0
organization,Unknown,4447143,0
location,Unknown,36b70b18-465a-442f-bfbe-cedb85d48acc,10
organization,Unknown,13,10
vessel,Unknown,reefers,4
Uncategorized,Unknown,âencounteredâ,0
person,Country_271835,Kimberly Lara,9
person,Country_271835,Danielle Camacho,9
person,Country_271835,Mr. Justin Bailey MD,4
person,Country_271835,Jennifer Brown,10
person,Country_271835,John Barnes DDS,8
organization,Unknown,9590898,8
person,Arreciviento,Joshua Garrett,8
organization,Unknown,95230042,8
organization,Unknown,21240092,8
organization,Unknown,7234,8
person,Country_271835,Mary Jenkins,4
political_organization,Unknown,75835980,4
organization,Unknown,23774,4
person,Luminsia,Nicole Smith,4
organization,Unknown,9992346,4
organization,Unknown,227,4
person,Country_271835,Jennifer Reilly,8
person,Country_271835,Cynthia Byrd,8
person,Country_271835,Christopher Hernandez,1
organization,Unknown,116070050,10
location,Unknown,b47086b0-e225-436a-83b1-2cf5cda4dbd5,10
organization,Unknown,613465161,10
location,Unknown,88a1fe65-33d9-487a-a3ac-d4208f41b754,2
person,Country_271835,Jenna Barton,2
person,Country_271835,Jessica Owens,10
location,Unknown,88e9e7e8-3edf-4fd4-959d-8ec4f53e59d6,10
location,Unknown,f7a4114d-d1ca-44df-a7e0-c72e440671ba,0
organization,Unknown,6038,0
location,Unknown,f9f6fc72-83db-4c44-a818-dde6c33985f9,0
organization,Unknown,67909,0
location,Unknown,e09b64a2-397a-4bec-96a1-7d61479fe37a,10
organization,Unknown,1012,4
person,Country_271835,Kayla Reynolds,4
organization,Unknown,724,4
person,Country_271835,Alyssa Mccoy,10
person,Country_271835,James Hernandez,10
location,Unknown,1f899410-3447-48e7-bcb3-cbff10619e86,10
person,Country_271835,Barbara Mccarty,8
person,Country_271835,Christopher Simon,9
person,Country_271835,Lauren Jackson DDS,1
event,Unknown,ï¬shes,1
event,Unknown,ï¬sh,1
person,Country_990614,Darren Wilson,8
person,Country_271835,Andrew Miller,8
person,Country_271835,Krystal Lee,8
organization,Unknown,506986590,4
organization,Unknown,7321,4
organization,Unknown,647724,4
organization,Unknown,1214936,4
person,Country_271835,Philip Black,8
person,Country_271835,Laurie Clark,10
organization,Unknown,7548555,8
vessel,Unknown,ARA Contraalmirante Cordero,8
organization,Unknown,461553,0
person,Oceanus,Rebecca Fox,10
person,Country_271835,Brandy Williams,8
location,Unknown,d6968538-6f18-4a1c-a4e2-59de3c0e25c2,8
person,Country_271835,Robert Vega,8
person,Oceanus,Frederick Hunter,2
location,Unknown,06c161ac-e601-493f-b8df-839382e16a74,10
person,Country_271835,Julie Parks,10
vessel,Unknown,USS Hurricane,4
vessel,Unknown,PC,4
person,Country_271835,Brandi White,10
person,Country_271835,Tara Hanson,4
person,Country_271835,Wesley Vasquez,4
person,Marebak,Anthony Le,9
person,Country_271835,Jo Francis,9
person,Country_271835,Stephanie Thompson,9
person,Country_271835,Michael Baker,10
person,Country_271835,Sabrina Zamora,9
person,Country_271835,Hannah Chandler,9
person,Oceanus,Patricia Bowen,1
person,Country_271835,Paul Holloway,1
political_organization,Unknown,91,1
organization,Unknown,72875,0
person,Country_443882,Heidi Kline,2
organization,Unknown,863749817,2
organization,Unknown,475,2
organization,Unknown,567217,2
vessel,Unknown,Oliver,2
person,Country_271835,Amanda Becker,2
person,Country_271835,Jonathan Spence,10
person,Country_271835,Ann Flowers,10
organization,Unknown,60774,10
company,Country_271835,Fin Flair Pic Delivery,10
person,Marebak,Anna Smith,9
organization,Unknown,760219951,4
political_organization,Unknown,36744944,8
location,Unknown,6b58646e-1d3a-4b72-b8a0-9f57c296d73d,10
location,Unknown,b636c0f8-2ddf-42ad-9f9c-73bd48682561,2
Uncategorized,Unknown,âtransshipmentâ,0
person,Marebak,Brooke Garza,0
vessel,Unknown,Feng,0
person,Country_271835,Samuel Stokes,1
person,Oceanus,Marcus English,0
person,Country_271835,Monique Rios,1
event,Unknown,yearsâthat,4
political_organization,Unknown,950574,4
Uncategorized,Unknown,Pacific Island States United Statesâ,4
Uncategorized,Unknown,territory American Samoa,4
organization,Unknown,7892,4
organization,Unknown,1415,0
organization,Unknown,3433,0
person,Country_271835,Kara Sullivan,0
person,Country_271835,Shawna Welch,10
organization,Unknown,89526932,2
vessel,Unknown,boatâs,1
location,Unknown,c66f5cd5-3891-43ce-a3f8-0147b3d643b1,10
location,Unknown,032522db-8105-4c26-8142-ae9d5806f7c5,10
organization,Unknown,245658,0
organization,Unknown,552027385,0
Uncategorized,Unknown,âconservativeâ,0
person,Country_271835,Robin Fernandez,4
person,Country_271835,Diana Kelley,10
person,Country_271835,Miranda Small,10
person,Country_271835,Stacey Ortega,0
location,Unknown,da7677f8-d1f0-4e35-afe9-4240613e866b,2
organization,Unknown,48115,2
person,Mawazam,Rhonda Sullivan,2
person,Country_216139,Adam Gutierrez,10
person,Country_271835,Gregory Carter,10
organization,Unknown,903311212,10
location,Unknown,1710a32e-7a58-4d7f-9c5e-bf897b7419a3,10
person,Country_271835,Daniel Shaffer,10
person,Country_271835,Joshua Hammond,9
person,Country_230197,Samuel Cross,10
Uncategorized,Unknown,DECEUNINCK,10
person,Oceanus,Rhonda Price,10
location,Unknown,e0cdfc51-7473-481d-8900-03f66d6e359e,1
person,Country_271835,Ricardo Gomez,1
organization,Unknown,75471,1
movement,Unknown,14 months,1
event,Unknown,âcatch,0
event,Unknown,âtotal,0
Uncategorized,Unknown,âMoby-Dickâ,1
location,Unknown,04eab3c4-ed99-467b-8844-b5279a6b955e,10
person,Country_271835,Amanda Santana,1
person,Country_271835,Dana Macias,1
person,Country_271835,Helen Chase,10
organization,Unknown,34153143,1
Uncategorized,Unknown,âTheoretically,1
person,Uzilandor,Jonathan Torres,1
person,Country_271835,Gary Dunn,1
organization,Unknown,721436,1
person,Country_271835,Linda Holden,1
person,Country_271835,Donna Romero,1
person,Country_271835,Amanda Garcia,1
vessel,Unknown,bottom otter trawler,10
organization,Unknown,1559,4
location,Unknown,da91eeb8-11f7-4634-95e7-f9413e9957aa,10
organization,Unknown,779,4
organization,Unknown,762165,1
organization,Unknown,428,4
Uncategorized,Unknown,FlodstrÃ,10
person,Country_271835,Madeline Collins,10
person,Country_271835,Brittany Brewer,10
Uncategorized,Unknown,allAfrica,0
organization,Unknown,900338,0
organization,Unknown,665912557,8
person,Country_271835,Danielle Perry,2
person,Country_271835,Laurie Mclaughlin,10
event,Unknown,morningâs,9
person,Country_271835,Anna Thomas MD,9
person,Oceanus,Michele Black,9
person,Oceanus,Matthew White,1
Uncategorized,Unknown,Â£800,9
person,Country_699698,Tonya Key,9
person,Country_271835,Daniel Middleton,0
location,Unknown,813be272-d3de-43c9-90be-ab14231fcf17,9
event,Unknown,âSay,9
person,Country_271835,Stacey Ortiz,9
person,Oceanus,Scott Simpson,9
person,Country_271835,Loretta Harrington,9
organization,Unknown,203,9
organization,Unknown,99661834,4
organization,Unknown,55394387,1
location,Unknown,950ce1a6-a178-4e3e-9316-91ab7ca88664,10
person,Country_271835,Hannah Brown,1
person,Country_271835,Bobby Walker,1
political_organization,Unknown,221942,9
location,Unknown,0d1c7ce3-7243-47c0-9280-a3262b52dc0f,1
organization,Unknown,327277616,9
organization,Unknown,637608,9
person,Country_271835,Benjamin Barton,9
organization,Unknown,5337,9
vessel,Unknown,underwater,10
Uncategorized,Unknown,waterâ,10
person,Country_271835,Mrs. Katrina Williams,10
organization,Unknown,13249468,2
vessel,Unknown,Aine,10
Uncategorized,Unknown,intrafish,0
Uncategorized,Unknown,choicesmagazine,10
person,Country_271835,Blake Smith,8
organization,Unknown,42990314,8
Uncategorized,Unknown,âpoachedâ,10
Uncategorized,Unknown,krxd,10
vessel,Unknown,operated vehicle,10
vessel,Unknown,Snow Crab,10
person,Country_271835,Carol Wade,10
person,Islavaria,Dana Knapp,10
company,Country_322527,Diao yu bi sai Tidal BV Export,10
person,Oceanus,Patricia Flores,10
person,Country_271835,Lisa Castaneda,8
person,Country_271835,Christina Abbott,8
organization,Unknown,4657860,8
person,Country_271835,Lauren Garner,10
organization,Unknown,806,10
company,Country_271835,Madhya Pradesh Market Pic Transportation,9
organization,Unknown,3308429,8
person,Country_712875,Wendy Miller,8
political_organization,Unknown,838200939,9
person,Country_271835,Jennifer Washington,4
person,Country_271835,Peter Bush,4
person,Country_57382,Justin Fowler,4
organization,Unknown,120,4
organization,Unknown,2422788,4
Uncategorized,Unknown,MCDP,4
location,Unknown,c97073d1-61a4-4a06-a189-8b4642a699e1,4
political_organization,Unknown,66,4
organization,Unknown,6204,10
location,Unknown,96c31987-d50d-4680-9397-2a9d0e3946e1,2
vessel,Unknown,sailboat Freeport,2
vessel,Unknown,Perch,10
person,Country_271835,Ariel Thornton,10
person,Country_271835,George Vance,10
vessel,Unknown,CraftâLaw,2
vessel,Unknown,Ocean Patrol,8
vessel,Unknown,ARA Bouchard,8
person,Country_271835,Kristin Dawson,9
person,Country_271835,Lindsey Conway,10
person,Country_271835,Ryan Perez,2
location,Unknown,dd3f2822-2964-4d18-92c2-7a6db4b4a9e5,2
organization,Unknown,6567453,2
organization,Unknown,4086,10
location,Unknown,a0ea93dc-6767-4682-b424-21b5a24ea24b,10
person,Country_271835,Darin Torres,0
person,Country_271835,Kevin Morris,0
organization,Unknown,9237588,10
person,Country_271835,William Murray,10
company,Country_271835,Punjab Market Marine sanctuary ship,10
location,Unknown,5025f249-0b3c-4741-a7aa-090d93395acf,10
location,Unknown,111274e2-c155-4640-9a8e-f506f3fbca06,10
location,Unknown,aac2c35c-d06d-45df-a1f8-a0c4001f3897,10
person,Country_271835,James Horton,10
person,Country_271835,Brian Hansen,1
person,Country_271835,Michelle Jackson,10
political_organization,Unknown,17592,8
location,Unknown,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7,8
person,Country_271835,Katherine Chavez,10
person,Country_271835,Stephen Marks,10
person,Country_271835,Michelle Long,10
Uncategorized,Unknown,âlaughableâ,1
organization,Unknown,299,1
person,Country_271835,Jennifer Barber,1
person,Country_271835,Ryan Hudson,1
person,Country_271835,John Avila,10
organization,Unknown,2362,10
company,Country_271835,Simien Mountains  Company Delivery,10
organization,Unknown,519852438,1
Uncategorized,Unknown,âlegitimateâ,1
person,Country_271835,William Kim,1
person,Country_271835,Jeffrey Strong,8
person,Country_271835,Susan Williams,8
organization,Unknown,432526990,1
person,Country_271835,Kathryn Gomez,1
organization,Unknown,463,8
person,Country_271835,Kathleen Benitez,8
location,Unknown,8851578d-3dd7-4430-8f73-b95305eb1f03,2
political_organization,Unknown,8634589,8
organization,Unknown,7260903,8
company,Country_271835,su y CJSC Canal,8
location,Unknown,cc3c9a3e-9226-43e0-9c2e-2cabec77b0fc,10
person,Country_247330,Barry Harris,8
person,Country_271835,Philip Murphy,8
political_organization,Unknown,9345,9
person,Polarisdom,Jon White,9
person,Country_614826,Emily Kennedy,9
person,Country_271835,Kevin Burnett,9
organization,Unknown,218148,9
person,Country_271835,Rebecca Walker,9
location,Unknown,decfc924-5bdc-4fba-8bbd-bb57d8d478d9,9
person,Polarisdom,Amanda Scott,9
Uncategorized,Unknown,22 Raptor,9
company,Polarisdom,Estrella del Mar Inc Merchants,9
person,Country_271835,Gerald Washington,9
person,Country_271835,Jessica Kelly,9
organization,Unknown,60017,9
person,Country_271835,Scott Johnson,8
person,Country_271835,Melissa Bates,9
person,Country_271835,Sylvia Johnson,10
person,Country_271835,Seth Kelley,8
person,Country_271835,Wanda Collins,10
location,Unknown,6d0e9c69-47a0-497e-b26e-28755c949385,10
organization,Unknown,5362,1
person,Country_271835,Dr. Christina Jensen DDS,2
person,Country_271835,Lindsey Barr,10
Uncategorized,Unknown,Filkinsâ,10
organization,Unknown,43223,10
organization,Unknown,765078,8
organization,Unknown,172279392,8
person,Country_271835,Amanda Rogers,2
organization,Unknown,4852,2
vessel,Unknown,electric cars,10
location,Unknown,b8649055-5b40-43e1-ba33-93182cf978d4,10
location,Unknown,1bf22b98-519c-4131-8bb4-53ecdd193100,10
organization,Unknown,8503254,1
person,Country_271835,Randall Newman,10
person,Country_271835,Austin Simpson,8
location,Unknown,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,8
person,Country_271835,Grace Perez,8
person,Country_271835,Travis Rivera,8
person,Country_271835,Larry Morrow,8
person,Country_271835,Tammy Martin,8
political_organization,Unknown,436460757,8
Uncategorized,Unknown,brianbushard,8
Uncategorized,Unknown,siladityaray,8
person,Country_271835,Jeremy Woodard,8
organization,Unknown,8302,8
political_organization,Unknown,6352,8
person,Country_271835,Paul Wiley,8
person,Country_271835,Miranda Long,8
person,Country_271835,Michelle Kelley,8
person,Country_271835,Marvin Everett,8
person,Country_271835,Joseph Williams,8
political_organization,Unknown,176,8
person,Country_271835,Scott Anderson,8
Uncategorized,Unknown,âenticedâ,8
Uncategorized,Unknown,âPartnersâ,10
organization,Unknown,3657479,10
Uncategorized,Unknown,The Defendantsâ,10
location,Unknown,86ac9e66-f9e8-4f2b-ad17-39a52c23288c,10
location,Unknown,6ffd3349-37f4-48c5-bc9a-1b80e722e939,8
company,Country_271835,Danish Lobster Limited Liability Company Brothers,10
organization,Unknown,352,10
movement,Unknown,In month,10
person,Country_271835,Candice Brown,10
person,Country_271835,Vincent Cummings,10
organization,Unknown,400,8
organization,Unknown,2430986,10
Uncategorized,Unknown,Hardwoodsâ,10
location,Unknown,f64e747e-13de-4628-b939-92a8ff4eb03f,0
person,Country_244549,Julie Callahan,8
location,Unknown,68ac10aa-80a3-4b3c-99e5-f5708715ab2c,8
person,Country_271835,Christopher Benitez,10
Uncategorized,Unknown,Pitâ,0
person,Country_271835,David Romero,10
person,Country_271835,Elizabeth Armstrong,1
person,Country_271835,Melissa Brock,1
person,Country_271835,Sergio Ross,0
Uncategorized,Unknown,Plattsâ,0
person,Country_271835,Patricia Hunter,0
vessel,Unknown,Deepwater Horizon,0
organization,Unknown,455617,0
organization,Unknown,39033859,4
organization,Unknown,62532,4
organization,Unknown,649009867,4
person,Country_271835,Robert Rodriguez,10
vessel,Unknown,Bulk Carrier,10
location,Unknown,b400d237-4d56-4de8-917a-8e7654ccf315,10
location,Unknown,cd7cb49f-0021-4fe9-a3a9-cc8b3fce0c57,10
person,Country_271835,Andrew Harrison,2
person,Country_271835,Bryan King,10
person,Country_271835,Manuel Hess,10
person,Rio Isla,Tom Bauer,1
vessel,Unknown,Motor Vessel,10
organization,Unknown,24996,10
organization,Unknown,90411963,10
location,Unknown,114d2882-b620-4098-bb56-d865bbb85339,0
person,Country_271835,Christopher Moore,0
organization,Unknown,28890617,2
organization,Unknown,14636,10
event,Unknown,Storm,10
person,Country_271835,Diane Forbes,8
person,Country_271835,Dawn Robinson,8
person,Country_271835,Nathaniel Shah,10
person,Country_271835,Stephen Peterson,10
person,Country_271835,Eric Roman,10
company,Oceanus,hi xng BV Carriers,10
person,Country_271835,Martin Jones,10
person,Country_271835,Chad Ruiz,10
organization,Unknown,687878,10
organization,Unknown,368951,10
location,Unknown,c0ce6d15-622b-42a3-b892-f5efe5b4d00c,10
location,Unknown,a086a63d-19c7-4241-845a-f82c628d09a2,10
person,Country_271835,Brett Lee,10
person,Country_271835,Noah Mitchell,10
location,Unknown,037acfda-0d33-4ce8-8907-fe7da3e27dff,10
Uncategorized,Unknown,âexemplaryâ,10
organization,Unknown,6071877,8
location,Unknown,93ac5fec-5f52-4431-a3ff-91430a8062f6,8
person,Country_271835,Matthew Anderson,1
location,Unknown,332bb88e-0a63-41e3-8a27-87795fd552e9,10
event,Unknown,course years,10
organization,Unknown,440,1
location,Unknown,4294544a-9643-4cfd-97a0-ac656cb17e60,1
person,Country_271835,Hannah Ray,10
person,Country_271835,Nicholas King,10
organization,Unknown,214883455,1
location,Unknown,e69d4cb2-8bec-4496-8518-7426c6b9da65,4
company,Country_271835,Kagera River  GmbH & Co. KG Delivery,1
organization,Unknown,715490,1
person,Country_271835,Terri Rodriguez,10
political_organization,Unknown,73470062,10
person,Country_271835,Kenneth Fox,10
person,Country_271835,Margaret Hodges,10
organization,Unknown,613556,8
organization,Unknown,979294,10
organization,Unknown,5246016,10
organization,Unknown,64667049,10
person,Country_271835,Travis Sparks,4
person,Country_271835,Deborah Porter DDS,4
Uncategorized,Unknown,âshark finâ,10
location,Unknown,bc507d7c-29c9-4b0d-909e-52dd450a25d3,10
person,Country_271835,Cody Lewis,10
Uncategorized,Unknown,13d79d632036,8
person,Country_271835,Laura Smith,10
Uncategorized,Unknown,2038650116,8
Uncategorized,Unknown,sectors sectors 2033,1
person,Country_271835,Kelly Mccarthy,9
location,Unknown,3eed159b-e98e-4f8a-98c2-c34341435411,2
person,Country_271835,Curtis Grant,10
person,Country_271835,Lindsay Bennett,10
location,Unknown,f514483d-fb5f-4cb2-bb8d-b616b10336d8,0
location,Unknown,165e0fe7-6725-4f4c-abc1-3ef485a939b0,10
organization,Unknown,FishEye International,2
Uncategorized,Unknown,Ancla Azul Company Solutions,9
Uncategorized,Unknown,âpair,0
Uncategorized,Unknown,Guessl,0
Uncategorized,Unknown,Federated,0
Uncategorized,Unknown,FinestSea Ltd. Corporation Enterprises,0
Uncategorized,Unknown,Playa de la Felicidad Oyj Cargo,0
Uncategorized,Unknown,l y S.A. de C.V. International,0
Uncategorized,Unknown,SeaSpray Wave SRL Solutions,10
Uncategorized,Unknown,Ocean Fisheries Llc,10
Uncategorized,Unknown,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,4
Uncategorized,Unknown,Faurtil FÃ¡brica Urnas TietÃª,10
Uncategorized,Unknown,Fish Sea,0
Uncategorized,Unknown,Sea Products,0
Uncategorized,Unknown,Ex-Lax,4
Uncategorized,Unknown,Fishisland,4
Uncategorized,Unknown,âGenev,2
Uncategorized,Unknown,Oceanfront Oasis Inc Carriers,2
Uncategorized,Unknown,Qingdao Kaiyuan Seafoods,0
Uncategorized,Unknown,Platts Oilgram,0
Uncategorized,Unknown,Kerala Market Corp Consulting,0
Uncategorized,Unknown,Mar de la Vida OJSC,9
Uncategorized,Unknown,West Bengal S.A. de C.V.,10
Uncategorized,Unknown,Fisheries Inc,4
Uncategorized,Unknown,Getis-Ord,0
Uncategorized,Unknown,Bergmanâs,9
Uncategorized,Unknown,Conduct Joint,2
Uncategorized,Unknown,âTrials,10
Uncategorized,Unknown,BPâs,10
Uncategorized,Unknown,Shellfish Chile SA,10
Uncategorized,Unknown,Mar de Cristalino Co,10
Uncategorized,Unknown,SaltwaterSavor Shipyard LC Merchants,10
Uncategorized,Unknown,Petroleum Vapor Intrusion,4
Uncategorized,Unknown,The Salty Dog Tidepool Kga Transport,1
Uncategorized,Unknown,Stock SA,10
Uncategorized,Unknown,Aqua Ambassadors Limited Liability Company,1
Uncategorized,Unknown,Sea Luxe Oceanography Kga Transportation,1
Uncategorized,Unknown,Blue Water Ventures Kga,10
Uncategorized,Unknown,Bloomberg Law,10
Uncategorized,Unknown,âCinder,0
Uncategorized,Unknown,Kariba Dam  N.V. Brothers,0
Uncategorized,Unknown,Tuna Vietnam,4
Uncategorized,Unknown,Marine Foods,4
Uncategorized,Unknown,3 Ltd. Liability Co,0
Uncategorized,Unknown,Hudsons Bay,1
Uncategorized,Unknown,STL,10
Uncategorized,Unknown,Jharkhand s GmbH & Co. KG,10
Uncategorized,Unknown,Phillips,10
Uncategorized,Unknown,Rose,10
Uncategorized,Unknown,Savaneta Corporation Marine life,9
Uncategorized,Unknown,Michael Limited Liability Company,10
Uncategorized,Unknown,Irtysh - Inc Distribution,1
Uncategorized,Unknown,âUS,0
Uncategorized,Unknown,Orange River  AS Logistics,10
Uncategorized,Unknown,One Hongn,10
Uncategorized,Unknown,Himachal Pradesh Aquatic Plc Brothers,1
Uncategorized,Unknown,Kores De Venezuela C A,9
Uncategorized,Unknown,Faroe Islands Plc Investment,10
Uncategorized,Unknown,Logistics,2
Uncategorized,Unknown,Dispenseroo,10
Uncategorized,Unknown,80 Percent Arms,1
Uncategorized,Unknown,CM Nationali,1
Uncategorized,Unknown,MV,8
Uncategorized,Unknown,Ronald,2
Uncategorized,Unknown,C Express,2
Uncategorized,Unknown,IndÃºstria Madeireira Uliana,10
