type,country,id,community
location,Unknown,14bda3bb-9993-4265-97cc-1747808c144e,20
person,Oceanus,Amanda Mckenzie,1
organization,Unknown,8698,19
person,Country_271835,Claire Russell,19
organization,Unknown,964,19
person,Country_271835,Scott Medina,11
organization,Unknown,2262,25
organization,Unknown,93873119,3
person,Country_271835,Jeremy Cordova,1
location,Unknown,602ea158-0519-47fc-badc-787721580418,1
person,Country_271835,Victoria Parks,11
Uncategorized,Unknown,St,1
location,Unknown,e40c01a4-8ed5-400f-857d-31e7bd263e35,11
organization,Unknown,49494,22
organization,Unknown,551,25
person,Country_271835,Bryan Taylor,13
organization,Unknown,380,25
location,Unknown,f20779bf-63b5-4ea4-bb5f-944bb9449bce,1
organization,Unknown,349,1
organization,Unknown,97453782,1
organization,Unknown,71835024,1
person,Country_271835,Anne Anderson,11
person,Country_271835,Brian Nelson,11
organization,Unknown,78590886,26
organization,Unknown,7209,26
organization,Unknown,79139,26
organization,Unknown,78135,26
organization,Unknown,5810,26
organization,Unknown,704138011,26
organization,Unknown,84616,1
organization,Unknown,12731,12
location,Unknown,ee05a28e-82ba-4f1d-a60f-68797a422ada,25
political_organization,Unknown,82344,10
organization,Unknown,58,10
person,Country_19028,Cynthia Williams,10
Uncategorized,Unknown,Armed Robberyâ,10
organization,Unknown,76,10
organization,Unknown,76,10
organization,Unknown,6731,10
organization,Unknown,83,25
person,Vesperanda,Ms. Stephanie Rivera DDS,12
organization,Unknown,665,12
organization,Unknown,89772543,13
Uncategorized,Unknown,âunregulatedâ,1
location,Unknown,aea12579-8802-4b2d-b432-fc35fe4d10d5,25
location,Unknown,a7948099-0cab-4b80-8707-2ada931ac288,2
person,Country_271835,Michael Smith,26
person,Country_271835,Melanie Miller,26
organization,Unknown,12,26
organization,Unknown,27,26
person,Country_271835,Timothy Allen,26
person,Riodelsol,Nathaniel Jimenez,16
location,Unknown,3b728c8f-1eaa-4f16-8c63-d3bcffd437bb,4
company,Oceanus,Turkish Sword Buoy Incorporated Forwading,2
organization,Unknown,498817,1
organization,Unknown,2989,3
organization,Unknown,967,1
location,Unknown,df42b319-be6a-4a2e-b11d-c4da7ecfc01c,4
organization,Unknown,185106,4
organization,Unknown,947,2
person,Vesperand's Bay,Gregory Ortiz,2
person,Vesperand's Bay,Michael Compton,2
organization,Unknown,4348721,2
vessel,Unknown,USS Hershel,2
location,Unknown,b20c0baf-8530-4a84-a5b6-8da324ebebdb,2
organization,Unknown,26,1
organization,Unknown,21538,21
organization,Unknown,860600018,11
organization,Unknown,237659945,6
person,Country_271835,Victoria Anderson,28
organization,Unknown,435054320,4
vessel,Unknown,Cutter,4
location,Unknown,f21800ca-b3c9-404b-8438-3d75ea84c409,21
organization,Unknown,1560,13
Uncategorized,Unknown,Sept,21
person,Nalakond,John Gonzalez,11
organization,Unknown,68703341,13
political_organization,Unknown,57,12
political_organization,Unknown,6046437,5
location,Unknown,03b6c1a6-dcd8-462f-9a7e-bf9ea7e0a987,5
event,Unknown,Act,5
person,Country_951683,Dakota Hansen,10
organization,Unknown,301,10
person,Country_271835,James Best,10
organization,Unknown,9203,1
organization,Unknown,3878194,25
person,Country_271835,Amy Kent,25
Uncategorized,Unknown,Conventionâ,25
event,Unknown,months years,12
vessel,Unknown,water fishing,1
Uncategorized,Unknown,monthsâ,1
vessel,Unknown,18,1
movement,Unknown,months,5
person,Country_271835,Emily Johnson,12
organization,Unknown,94,12
location,Unknown,e85c691a-2adc-4094-8d29-5ea328486951,20
organization,Unknown,760079,1
organization,Unknown,3009706,1
location,Unknown,41870892-4565-42cd-9374-8665d01e9aa9,13
person,Country_271835,Susan Erickson,21
organization,Unknown,80191,6
location,Unknown,0f5fd4f9-1683-464e-9459-a4488de5064b,25
event,Unknown,cookies,1
person,Syrithania,Ashley Davis,25
organization,Unknown,924,25
organization,Unknown,865275,25
organization,Unknown,449308,3
organization,Unknown,28,6
organization,Unknown,23777,6
organization,Unknown,426469,2
location,Unknown,6064a564-2a82-44b7-8614-3a33f25e41ba,25
location,Unknown,3cda9d0b-77af-4e85-bef8-e935ca55ea06,25
organization,Unknown,494197,25
organization,Unknown,200640636,25
organization,Unknown,23,2
organization,Unknown,144431,25
person,Country_271835,Debbie Daniel,25
company,Country_628643,png xi  Line,1
organization,Unknown,7361,3
organization,Unknown,85052185,25
organization,Unknown,48605,25
location,Unknown,c73572b6-7b24-49e7-8f52-11cf8ec3c7d2,25
organization,Unknown,8412071,25
organization,Unknown,439861274,25
person,Country_271835,Brian Williams,25
organization,Unknown,908724,25
person,Country_271835,Jennifer Price,25
political_organization,Unknown,653505420,25
person,Country_271835,Kimberly Palmer,25
organization,Unknown,5848,25
organization,Unknown,15785056,25
organization,Unknown,733,12
organization,Unknown,277983365,5
company,Rio Isla,Playa del Cielo Kga,12
organization,Unknown,26431,2
location,Unknown,6d249c4d-1f62-4ab2-b107-8fd978f115c7,12
organization,Unknown,3785,25
organization,Unknown,164575,25
person,Country_271835,Spencer King,25
person,Country_271835,Dawn Oconnell,16
event,Unknown,âŠ,16
organization,Unknown,235866056,13
location,Unknown,d5b94ebc-e03a-438e-872b-a15db349a748,1
organization,Unknown,486,13
event,Unknown,arts,25
Uncategorized,Unknown,98,2
person,Country_271835,Timothy Cuevas,11
person,Country_271835,Joshua Glover,11
person,Country_271835,Tara Villegas,11
person,Country_271835,Ashley Wiggins,1
political_organization,Unknown,49048884,13
organization,Unknown,9612243,13
person,Country_271835,Andrea Hansen,25
organization,Unknown,737205,3
event,Unknown,April,12
organization,Unknown,5705060,25
organization,Unknown,959,25
company,Country_271835,Belgian Scallop Ltd. Liability Co,25
Uncategorized,Unknown,ânecessaryâ,25
organization,Unknown,883320938,25
organization,Unknown,2198,9
person,Country_271835,Clayton Rodgers,1
person,Country_271835,Randy Collins,1
location,Unknown,41398ea8-d14a-4666-80e8-6a212684d871,16
person,Country_271835,Brandon Berger,1
organization,Unknown,40690,26
location,Unknown,e836e8c3-a45e-4225-870d-d3e8dbc62c26,26
person,Oceanus,Jennifer Alvarez,21
person,Oceanus,Bryce Baker,13
organization,Unknown,743225,22
company,Country_271835,Norwegian Shrimp Ltd. Liability Co,12
company,Nalakond,Rajasthan Limited Liability Company,16
organization,Unknown,4783,1
event,Unknown,ten,12
location,Unknown,e2816018-e01c-4eac-8dc5-e84aebc22cff,1
person,Country_271835,Vanessa Avila,1
organization,Unknown,529,1
organization,Unknown,47924922,19
organization,Unknown,49,10
political_organization,Unknown,12845006,19
organization,Unknown,9488645,19
person,Merigrad,Lauren Moore,3
Uncategorized,Unknown,âlocalâ,3
Uncategorized,Unknown,Leominster Provincetownâ,3
location,Unknown,371bf15a-3000-499a-88e4-cc096b028ec7,25
political_organization,Unknown,913428,25
location,Unknown,d7f220de-bba2-4965-9c15-3dd38ef5c3c7,10
Uncategorized,Unknown,fisheriesâ,10
person,Country_271835,Mark Weiss,26
organization,Unknown,53073557,6
person,Country_271835,Jason Davis,19
organization,Unknown,34,2
person,Country_271835,Erin Bowen,2
person,Country_19028,Albert Thomas,26
organization,Unknown,31408,26
organization,Unknown,28064,10
person,Country_271835,Kyle Stanton,1
location,Unknown,ae16dd9b-0271-4699-91bc-0ce6b69357c6,22
person,Country_271835,Mrs. Crystal Reyes,2
location,Unknown,e31b2b9c-3197-4c2c-ac40-3c6711a4682b,5
location,Unknown,5a52675e-1243-4244-ad55-85a06c4408de,13
person,Oceanus,Stephanie Hinton,21
location,Unknown,8153f5cb-e1f7-49bb-91bb-24b3a296a40a,20
organization,Unknown,70873,10
company,Country_338740,Estrella de Mar Ltd. Liability Co,10
vessel,Unknown,Ship2Report,10
organization,Unknown,90562,10
location,Unknown,b28d568f-09b4-41bd-b04d-4cf255f1adc6,10
organization,Unknown,410,9
organization,Unknown,47562016,25
organization,Unknown,87940,9
organization,Unknown,5639000,11
organization,Unknown,951093,18
organization,Unknown,86590543,2
person,Country_271835,Jonathan Smith,2
location,Unknown,217fe70e-cc2d-4899-9127-e0a7da182699,2
company,Country_271835,Playa de la Luna Ltd. Corporation,16
organization,Unknown,304,16
organization,Unknown,672,6
location,Unknown,02cd44a1-7945-40d9-b38f-56f70976582c,12
organization,Unknown,7950,12
organization,Unknown,44,12
organization,Unknown,41,10
organization,Unknown,2125,13
location,Unknown,1076f239-831c-4c53-9134-484c8f2d5c73,13
person,Country_271835,Amy Wilson,2
company,Vesperlandia,Mar del Oeste Pic,1
organization,Unknown,31,12
organization,Unknown,4526320,12
organization,Unknown,98748,12
organization,Unknown,50,12
organization,Unknown,5495,12
political_organization,Unknown,454,10
organization,Unknown,83818120,19
person,Country_271835,Mr. Gregory Brown,8
organization,Unknown,8327,4
organization,Unknown,222848436,1
vessel,Unknown,Amphibious Warships,1
person,Country_271835,Brian Weber,16
movement,Unknown,weeks,4
organization,Unknown,40213337,4
vessel,Unknown,cutters,4
vessel,Unknown,Coast,4
organization,Unknown,7505050,4
event,Unknown,Today,4
event,Unknown,June year,12
organization,Unknown,8787,2
political_organization,Unknown,218,6
political_organization,Unknown,88149,25
organization,Unknown,175,13
person,Country_271835,Michael Nicholson,12
person,Country_271835,Andrea Peters,3
organization,Unknown,7691,8
organization,Unknown,98332,8
organization,Unknown,78565892,8
location,Unknown,df365f60-c399-42f5-ad38-736145edef5e,8
organization,Unknown,4146760,1
organization,Unknown,812740593,20
person,Country_271835,Joshua Baker,20
organization,Unknown,4764109,8
organization,Unknown,761,8
location,Unknown,a7d22b55-872d-4fc0-b1ea-935f63ce0d2a,8
vessel,Unknown,water,8
Uncategorized,Unknown,âdevil vesselsâ,11
organization,Unknown,9786,25
person,Country_271835,Stephanie Garner,25
person,Country_271835,Miguel Fisher,22
event,Unknown,Last,22
person,Country_271835,Jeremy Norris,1
person,Marebak,Dana Goodwin,2
organization,Unknown,897,8
organization,Unknown,2243528,19
location,Unknown,693c9865-5633-40a1-bcb6-3f0dd68a41c4,19
organization,Unknown,544344,2
organization,Unknown,2056,2
organization,Unknown,95219,2
organization,Unknown,579919,2
vessel,Unknown,Ocean Tuna,3
organization,Unknown,262157542,3
organization,Unknown,46194,3
organization,Unknown,826273,9
organization,Unknown,951,2
organization,Unknown,911,2
organization,Unknown,9204971,3
organization,Unknown,2230601,3
event,Unknown,10,1
vessel,Unknown,Explorer,1
person,Country_271835,Diana Brandt,16
person,Country_271835,Brandi Bowen,16
person,Country_271835,Taylor Chan,16
location,Unknown,1a069318-6dc0-45d0-9948-7b846f61c201,12
location,Unknown,79513661-4dbe-4797-a73a-e53177f7a4b3,12
person,Country_271835,Michele Henry,12
organization,Unknown,36295,25
person,Country_271835,Jeremiah Delacruz,25
event,Unknown,âsquids,25
event,Unknown,âclams,25
event,Unknown,Octopus,25
organization,Unknown,60253,25
organization,Unknown,109746,1
organization,Unknown,13015105,25
person,Country_552976,Ms. Jenna Gonzalez MD,25
location,Unknown,37e46ce7-3cfa-4805-a254-5549adf19805,25
person,Country_552976,Scott Mays,25
location,Unknown,b4caf8cd-dbc7-4c99-9f2b-de407274c08b,25
location,Unknown,38b72863-eaf3-4270-a213-d9ddaee2c6cb,25
location,Unknown,410af01b-a5fb-4d6c-946d-a48fea30332b,25
event,Unknown,âSocioeconomic,25
company,Country_271835,Costa del Mar Oyj Hijiki,16
person,Quandoria,Miss Jessica Baker DVM,1
Uncategorized,Unknown,Alonso-FernÃ,1
location,Unknown,4b6a1701-93c3-403c-bd2f-9684106e8bba,1
location,Unknown,c1aeee2d-0030-4d85-b45c-ac3fd9887b98,12
company,Osterivaria,Bu yu wang Plc Carriers,26
person,Country_271835,Jeffrey Yates,1
location,Unknown,42aea61e-a98f-4528-9f30-51624ecf3957,1
organization,Unknown,1334578,25
organization,Unknown,7670,25
organization,Unknown,43,25
organization,Unknown,3601920,12
organization,Unknown,435978092,12
person,Uzimoria,Andres Cook,13
location,Unknown,22a2062d-03d8-48c3-9e91-9e5930b8d29f,13
person,Country_271835,Tyler Guzman,13
location,Unknown,ab195b55-453e-4436-ab0c-9f5660b4ec8c,13
person,Country_874023,Joseph Gonzales,13
person,Oceanus,Cindy Ritter,13
organization,Unknown,5441,13
organization,Unknown,199442,13
political_organization,Unknown,903,13
person,Country_874023,Erica Mitchell,13
organization,Unknown,829,13
organization,Unknown,995899,13
organization,Unknown,47249,13
organization,Unknown,23399545,13
political_organization,Unknown,621,8
Uncategorized,Unknown,europeansting,8
company,Country_271835,Jammu & Kashmir Ltd Family,8
political_organization,Unknown,7023,6
organization,Unknown,13863,12
person,Country_271835,James Smith MD,24
person,Country_271835,Brian Palmer,24
organization,Unknown,35683821,24
person,Country_895471,Morgan Bell,12
organization,Unknown,1465792,1
organization,Unknown,366,3
organization,Unknown,19386200,3
organization,Unknown,85946,3
organization,Unknown,172114,13
organization,Unknown,657,1
organization,Unknown,87339689,2
organization,Unknown,522017227,2
political_organization,Unknown,29,2
political_organization,Unknown,327481624,2
location,Unknown,cf651b3c-4e21-458c-91c4-3cae2eb36bcb,2
location,Unknown,17c99d9d-7049-4ebb-8a2a-f3d39cc42870,9
organization,Unknown,760402,1
person,Country_271835,Sarah Clark,13
vessel,Unknown,Water,2
organization,Unknown,737137552,2
location,Unknown,77bfcfcd-af2c-4b58-8a99-871a6c6109f2,26
location,Unknown,25875c2e-ff9a-4669-bad7-2c84bafb7515,26
person,Country_271835,Matthew Martin,26
person,Country_271835,Tyler Brown,4
organization,Unknown,11960055,20
location,Unknown,ce0d446c-d08d-49a8-8aa2-e625ead63d0c,20
organization,Unknown,25423,1
company,Country_271835,Delhi ers AS Holdings,6
company,Country_271835,Cape of Good Hope  Oyj,1
location,Unknown,abcb0d9c-80da-4491-99f3-e093984f5373,13
person,Oceanus,Erin Simmons,13
person,Oceanus,Bryan Johnston,12
organization,Unknown,874124852,1
location,Unknown,05ef2661-6f3a-4f37-83e7-2ec8352afaef,11
location,Unknown,2ef60e7b-4914-4dbd-a063-5b23143fe5db,11
political_organization,Unknown,2633692,11
location,Unknown,fc4e853f-6e18-4631-bf95-f70d6a30579f,18
location,Unknown,6c7a8222-efc7-41a6-809a-043b091ae04a,9
person,Country_271835,Dale Warner,9
organization,Unknown,451,9
location,Unknown,705283b0-cdb7-4f0a-8481-b3fea243a8e5,1
Uncategorized,Unknown,Statesâ,24
vessel,Unknown,Gulf,13
vessel,Unknown,Boat,4
person,Country_271835,Teresa Rivera,4
organization,Unknown,767368152,25
location,Unknown,6d887b98-7c48-4a82-98bb-2f50fe4b29d5,12
vessel,Unknown,salmon,1
person,Country_271835,George Ramirez,1
location,Unknown,4e872202-1d65-4183-80c9-e8c12c8f736e,12
organization,Unknown,4382,13
organization,Unknown,7320771,25
organization,Unknown,94760735,25
political_organization,Unknown,969,5
location,Unknown,86dc0f8c-7305-4c1e-b655-cf16eefd6fce,5
location,Unknown,8164acdd-514f-4e18-867c-4bc63cebf15b,5
company,Country_271835,Playa del Mar Caviar,10
location,Unknown,a7f76d84-4ccf-424a-9bf9-fc20b862b7a8,10
organization,Unknown,142,10
organization,Unknown,3183,10
company,Country_766259,Estrella de la Costa Inc Transit,10
organization,Unknown,802113,10
organization,Unknown,372016989,10
person,Country_271835,Alan Pacheco,10
location,Unknown,50335cc3-71d6-4803-baca-5faaecfc33cb,5
person,Country_271835,Virginia Carter,5
person,Country_271835,April James,5
Uncategorized,Unknown,Aleut Community St,19
Uncategorized,Unknown,KanuuxÌ,19
location,Unknown,e8036bce-0679-41d2-aa7b-d444163ae65a,19
Uncategorized,Unknown,âSewardâs Follyâ,1
person,Country_271835,Wendy Duarte,5
location,Unknown,aa1f466d-d060-40fa-ab0e-3f8bb2ca940f,2
person,Country_271835,Alexis Murphy,2
Uncategorized,Unknown,AlaÄum KanuuxÌ,10
person,Country_34878,Angela Powers,16
organization,Unknown,25652724,12
organization,Unknown,430,10
location,Unknown,f402c1d2-8262-4bae-aa92-c8675a7006fc,6
organization,Unknown,49729,9
organization,Unknown,937182447,10
Uncategorized,Unknown,âAlaÄum KanuuxÌ,19
person,Country_271835,Gary Scott,16
organization,Unknown,883290144,16
organization,Unknown,859375359,16
organization,Unknown,52,13
location,Unknown,c9b9c344-98ec-40b8-af05-8528e5d82534,9
organization,Unknown,42603647,3
organization,Unknown,8544797,3
organization,Unknown,5070599,3
organization,Unknown,8966,3
organization,Unknown,39,3
vessel,Unknown,Plastic,25
organization,Unknown,927244,9
location,Unknown,e53552bc-174b-4799-b96b-c23cfa0731cb,11
organization,Unknown,9166,11
vessel,Unknown,19,22
organization,Unknown,48,4
person,Oceanus,Thomas Curry,8
organization,Unknown,662118,12
organization,Unknown,45,12
location,Unknown,c14a3dc1-59d0-4b92-b9f3-331e51912787,21
person,Oceanus,Christopher Peterson,1
organization,Unknown,505943,1
organization,Unknown,79538,11
person,Country_271835,Kevin Norton,11
person,Country_271835,Gregory Moore,6
organization,Unknown,43685541,8
organization,Unknown,22,20
location,Unknown,cefaf8b3-3aa2-4c59-b4aa-7974c8e1fe32,16
Uncategorized,Unknown,âgreenâ,1
location,Unknown,ede1806c-b3d1-47f5-ba49-d948d6ec385a,25
organization,Unknown,36,1
Uncategorized,Unknown,DiÃ,6
Uncategorized,Unknown,logo,6
person,Country_271835,Amy Wise,21
organization,Unknown,8609,12
political_organization,Unknown,40952,1
organization,Unknown,27641046,25
location,Unknown,e167b40a-96f4-40e0-873b-78950e4434f4,25
organization,Unknown,324989705,1
organization,Unknown,5415,3
organization,Unknown,9473,3
location,Unknown,52093e45-b873-4300-9612-8dfc291b1339,25
location,Unknown,46aadaa6-fb30-4474-a060-3adb689f4189,25
location,Unknown,8c53a730-3aa1-463f-aef6-999a3cfbfb70,11
organization,Unknown,528,1
company,Marebak,Rybachit Limited Liability Company,8
person,Country_271835,Hunter Wheeler,1
person,Country_271835,Christopher Miller,21
location,Unknown,ae88562c-5c39-4c15-b128-b4f67f5e5812,8
Uncategorized,Unknown,ipoa-iuu,1
Uncategorized,Unknown,Think Tank Index Reportâ,12
Uncategorized,Unknown,upenn,12
Uncategorized,Unknown,edu,12
location,Unknown,2ceda972-c633-4a88-bbe8-a4fe48cb5555,25
Uncategorized,Unknown,Torremolinos,25
Uncategorized,Unknown,International-Convention,25
Uncategorized,Unknown,imo,25
organization,Unknown,890,21
Uncategorized,Unknown,âU,21
company,Country_271835,Senegal Coast Oyj Motorboat,1
organization,Unknown,762833,1
vessel,Unknown,Spy,1
person,Country_271835,Howard Pierce,11
political_organization,Unknown,228,6
political_organization,Unknown,63,6
organization,Unknown,84,6
political_organization,Unknown,22150,6
person,Country_271835,Jill Boyd,16
person,Country_459036,Kristin Davidson,16
person,Country_271835,Robert Carpenter,16
person,Country_459036,Mario Richardson,16
event,Unknown,âregions,16
organization,Unknown,7529,16
organization,Unknown,90254947,16
organization,Unknown,591787,16
person,Country_415128,Joseph Johnson,16
person,Country_895471,Peter Oliver,16
Uncategorized,Unknown,âsinkâ,16
organization,Unknown,555217629,24
person,Country_437825,Jeremy Jackson,16
person,Country_271835,Susan Porter,16
person,Country_271835,Meghan Wolfe,16
person,Country_931736,Zachary Petersen,16
person,Marebak,Stephen Evans,16
person,Country_271835,Charles Tran,16
location,Unknown,23550059-88d4-4a69-b74e-3c7de8bf56de,16
person,Country_984533,Patricia Byrd,16
person,Riodelsol,Ronald Mahoney,16
company,Country_271835,Playa de Coral GmbH Consultants,16
person,Country_271835,Kirk Jackson,16
Uncategorized,Unknown,âdegradedâ,16
person,Country_271835,Jeffrey Curry,16
person,Country_271835,Steven Huynh,16
person,Oceanterra,Evelyn Huang,21
event,Unknown,âpoint,16
person,Country_271835,Bonnie Perez,16
person,Country_483478,Courtney Evans,16
Uncategorized,Unknown,Mexicoâs YucatÃ,16
person,Country_271835,Jerry Welch,16
location,Unknown,1196cfc8-175c-465b-aee9-fbf74c81aa49,16
organization,Unknown,87,16
event,Unknown,NiÃ±o,16
person,Country_271835,Judy Johns,16
person,Country_271835,Richard Greer,10
person,Country_271835,Matthew Delgado,16
location,Unknown,21e68e53-183c-45a0-9805-68c099d4d9c0,16
Uncategorized,Unknown,âpioneersâ,16
event,Unknown,embaÃºba,16
Uncategorized,Unknown,âzombie,16
person,Country_981995,Kenneth Jones,16
person,Country_271835,Daniel Mason,21
person,Country_271835,Miss Angel Thomas,21
person,Country_271835,Amanda Mitchell,21
person,Country_271835,Scott Brown,21
movement,Unknown,days,21
organization,Unknown,38111,16
person,Country_271835,Thomas Rivas,13
person,Country_271835,Holly Taylor,19
organization,Unknown,66030248,20
organization,Unknown,20571414,20
organization,Unknown,31894357,20
organization,Unknown,1225,20
organization,Unknown,363355,20
organization,Unknown,387674,20
person,Marebak,Alan Wells,20
political_organization,Unknown,981038,21
event,Unknown,âThese,19
location,Unknown,e678510b-947d-455a-8eb0-44d1009682ec,1
Uncategorized,Unknown,The Pew Charitable Trustsâ,1
person,Country_271835,Jerry Montgomery,21
location,Unknown,ad8fe467-3759-4f53-bf6a-896a237d187f,21
vessel,Unknown,Leng 999 Gal,4
organization,Unknown,1402,1
location,Unknown,a0deebdf-db0c-4aa8-91b6-0536e017c20f,1
organization,Unknown,25125567,25
person,Country_271835,Parker Jones,16
event,Unknown,âCollecting,16
organization,Unknown,33681303,4
person,Country_461742,Michael Brock,5
organization,Unknown,2573803,28
organization,Unknown,56126935,22
Uncategorized,Unknown,âcollaborativeâ,5
person,Syrithania,Xavier Sanchez,18
person,Country_271835,Raymond King,18
person,Country_542476,Thomas Morales,21
organization,Unknown,138782226,5
person,Country_271835,Christopher Daniel,1
person,Country_887466,Linda Sherman,5
person,Country_271835,Mary Lucas,8
person,Country_271835,Morgan Black,19
person,Oceanus,Kristine Vaughn,11
organization,Unknown,1301719,1
person,Marebak,Melissa Gonzales,1
organization,Unknown,496391,11
organization,Unknown,7539428,2
location,Unknown,8afc9cb6-edf5-4a7d-9a02-054444a5604e,28
person,Country_271835,Crystal Smith,28
person,Oceanus,Richard Perkins,28
person,Oceanus,Amanda Gibson,16
person,Country_271835,Christine Jones,16
person,Country_271835,Carlos White,19
organization,Unknown,28379,11
person,Country_271835,Christine Robinson,12
organization,Unknown,958085,18
company,Marebak,Diao er Ltd. Corporation Transport,8
company,Marebak,Tshikwea Corp Marine sanctuary,8
person,Country_271835,Robert Adams,1
person,Country_271835,Brandon Jackson,1
person,Osterivaria,Sierra Smith,8
organization,Unknown,519994690,8
organization,Unknown,102642,8
organization,Unknown,7908385,19
organization,Unknown,691192,19
organization,Unknown,243964,19
company,Country_271835,Turkish Sword Ltd Export,1
person,Country_271835,Jasmine Camacho,20
person,Country_271835,Lindsey Palmer,20
event,Unknown,âespecially,20
person,Country_271835,Melissa Spence,1
location,Unknown,e13aca6a-88b5-4be7-a293-4a57854d7b1d,1
person,Country_789037,Jessica Brown,11
person,Country_271835,Daniel Snyder,1
person,Country_271835,Bethany Wright,28
person,Country_271835,Willie Hill,28
person,Country_271835,Jennifer Meyers,28
person,Country_271835,Allison Leonard,1
Uncategorized,Unknown,ââ,21
person,Country_271835,Amanda Andrews,24
person,Ivarisia,Bruce Brooks,21
organization,Unknown,111795162,12
organization,Unknown,482048,11
organization,Unknown,70,11
event,Unknown,âHe,8
location,Unknown,7cc6bfba-4893-444b-a641-a7d0b48fa427,16
organization,Unknown,56,2
organization,Unknown,621770,2
organization,Unknown,3016,2
organization,Unknown,98703,2
person,Country_271835,Misty Thomas,2
organization,Unknown,314,25
organization,Unknown,567,2
organization,Unknown,990,2
organization,Unknown,341853,2
organization,Unknown,13592,2
person,Country_449947,Dawn Sanchez,12
organization,Unknown,979893388,21
person,Country_271835,Tammy Ryan,1
political_organization,Unknown,706129,3
organization,Unknown,14,21
organization,Unknown,4698,13
organization,Unknown,89734,13
person,Country_271835,Terry Murphy,13
organization,Unknown,491,20
organization,Unknown,3528,20
organization,Unknown,43247945,20
