type,country,id,community
person,Country_19028,Cynthia Williams,9
Uncategorized,Unknown,Armed Robberyâ,9
organization,Unknown,76,9
organization,Unknown,76,17
organization,Unknown,6731,9
organization,Unknown,83,0
person,Vesperanda,Ms. Stephanie Rivera DDS,12
organization,Unknown,665,12
organization,Unknown,89772543,13
Uncategorized,Unknown,âunregulatedâ,1
location,Unknown,aea12579-8802-4b2d-b432-fc35fe4d10d5,3
location,Unknown,a7948099-0cab-4b80-8707-2ada931ac288,0
person,Country_271835,Michael Smith,28
person,Country_271835,Melanie Miller,28
organization,Unknown,12,28
organization,Unknown,27,28
person,Country_271835,Timothy Allen,28
person,Riodelsol,Nathaniel Jimenez,22
location,Unknown,3b728c8f-1eaa-4f16-8c63-d3bcffd437bb,6
company,Oceanus,Turkish Sword Buoy Incorporated Forwading,0
organization,Unknown,498817,6
organization,Unknown,2989,2
organization,Unknown,967,2
location,Unknown,df42b319-be6a-4a2e-b11d-c4da7ecfc01c,1
organization,Unknown,185106,0
organization,Unknown,947,5
person,Vesperand's Bay,Gregory Ortiz,5
person,Vesperand's Bay,Michael Compton,5
organization,Unknown,4348721,5
vessel,Unknown,USS Hershel,5
location,Unknown,b20c0baf-8530-4a84-a5b6-8da324ebebdb,5
organization,Unknown,26,1
organization,Unknown,21538,17
organization,Unknown,860600018,4
organization,Unknown,237659945,18
person,Country_271835,Victoria Anderson,12
organization,Unknown,435054320,6
vessel,Unknown,Cutter,6
location,Unknown,f21800ca-b3c9-404b-8438-3d75ea84c409,17
organization,Unknown,1560,13
Uncategorized,Unknown,Sept,17
person,Nalakond,John Gonzalez,4
organization,Unknown,68703341,13
political_organization,Unknown,57,12
political_organization,Unknown,6046437,5
location,Unknown,03b6c1a6-dcd8-462f-9a7e-bf9ea7e0a987,5
event,Unknown,Act,5
person,Country_951683,Dakota Hansen,9
organization,Unknown,301,9
person,Country_271835,James Best,9
organization,Unknown,9203,1
organization,Unknown,3878194,0
person,Country_271835,Amy Kent,0
Uncategorized,Unknown,Conventionâ,0
event,Unknown,months years,2
vessel,Unknown,water fishing,1
Uncategorized,Unknown,monthsâ,12
vessel,Unknown,18,12
movement,Unknown,months,12
person,Country_271835,Emily Johnson,2
organization,Unknown,94,2
location,Unknown,e85c691a-2adc-4094-8d29-5ea328486951,9
organization,Unknown,760079,1
organization,Unknown,3009706,19
location,Unknown,41870892-4565-42cd-9374-8665d01e9aa9,13
person,Country_271835,Susan Erickson,0
organization,Unknown,80191,8
location,Unknown,0f5fd4f9-1683-464e-9459-a4488de5064b,7
event,Unknown,cookies,1
person,Syrithania,Ashley Davis,3
organization,Unknown,924,3
organization,Unknown,865275,3
organization,Unknown,449308,2
organization,Unknown,28,18
organization,Unknown,23777,20
organization,Unknown,518,1
organization,Unknown,426469,3
location,Unknown,6064a564-2a82-44b7-8614-3a33f25e41ba,3
location,Unknown,3cda9d0b-77af-4e85-bef8-e935ca55ea06,3
organization,Unknown,494197,3
organization,Unknown,200640636,0
organization,Unknown,23,0
organization,Unknown,144431,3
person,Country_271835,Debbie Daniel,0
company,Country_628643,png xi  Line,1
organization,Unknown,7361,2
organization,Unknown,85052185,3
organization,Unknown,48605,3
location,Unknown,c73572b6-7b24-49e7-8f52-11cf8ec3c7d2,3
organization,Unknown,8412071,3
organization,Unknown,439861274,3
person,Country_271835,Brian Williams,3
organization,Unknown,908724,3
person,Country_271835,Jennifer Price,3
political_organization,Unknown,653505420,3
person,Country_271835,Kimberly Palmer,3
organization,Unknown,5848,3
organization,Unknown,15785056,3
organization,Unknown,733,3
organization,Unknown,277983365,21
company,Rio Isla,Playa del Cielo Kga,12
organization,Unknown,26431,5
location,Unknown,6d249c4d-1f62-4ab2-b107-8fd978f115c7,3
organization,Unknown,3785,3
organization,Unknown,164575,3
person,Country_271835,Spencer King,3
person,Country_271835,Dawn Oconnell,17
event,Unknown,âŠ,17
organization,Unknown,235866056,13
location,Unknown,d5b94ebc-e03a-438e-872b-a15db349a748,1
organization,Unknown,486,13
event,Unknown,arts,3
Uncategorized,Unknown,98,0
person,Country_271835,Timothy Cuevas,4
person,Country_271835,Joshua Glover,4
person,Country_271835,Tara Villegas,4
person,Country_271835,Ashley Wiggins,1
political_organization,Unknown,49048884,8
organization,Unknown,9612243,8
person,Country_271835,Andrea Hansen,3
Uncategorized,Unknown,189,16
organization,Unknown,737205,2
event,Unknown,April,12
organization,Unknown,5705060,3
organization,Unknown,959,3
company,Country_271835,Belgian Scallop Ltd. Liability Co,3
Uncategorized,Unknown,ânecessaryâ,3
organization,Unknown,883320938,3
organization,Unknown,2198,19
person,Country_271835,Clayton Rodgers,1
person,Country_271835,Randy Collins,1
location,Unknown,41398ea8-d14a-4666-80e8-6a212684d871,1
person,Country_271835,Brandon Berger,1
organization,Unknown,40690,28
location,Unknown,e836e8c3-a45e-4225-870d-d3e8dbc62c26,28
person,Oceanus,Jennifer Alvarez,17
person,Oceanus,Bryce Baker,13
organization,Unknown,743225,20
company,Country_271835,Norwegian Shrimp Ltd. Liability Co,16
company,Nalakond,Rajasthan Limited Liability Company,22
organization,Unknown,4783,1
event,Unknown,ten,12
location,Unknown,e2816018-e01c-4eac-8dc5-e84aebc22cff,1
person,Country_271835,Vanessa Avila,1
organization,Unknown,529,1
organization,Unknown,47924922,8
organization,Unknown,49,9
political_organization,Unknown,12845006,8
organization,Unknown,9488645,8
person,Merigrad,Lauren Moore,2
Uncategorized,Unknown,âlocalâ,2
Uncategorized,Unknown,Leominster Provincetownâ,2
location,Unknown,371bf15a-3000-499a-88e4-cc096b028ec7,0
political_organization,Unknown,913428,0
location,Unknown,d7f220de-bba2-4965-9c15-3dd38ef5c3c7,9
Uncategorized,Unknown,fisheriesâ,9
person,Country_271835,Mark Weiss,28
organization,Unknown,53073557,20
person,Country_271835,Jason Davis,8
organization,Unknown,34,0
person,Country_271835,Erin Bowen,0
person,Country_19028,Albert Thomas,28
organization,Unknown,31408,28
organization,Unknown,28064,9
person,Country_271835,Kyle Stanton,1
location,Unknown,ae16dd9b-0271-4699-91bc-0ce6b69357c6,20
person,Country_271835,Mrs. Crystal Reyes,5
location,Unknown,e31b2b9c-3197-4c2c-ac40-3c6711a4682b,12
location,Unknown,5a52675e-1243-4244-ad55-85a06c4408de,13
person,Oceanus,Stephanie Hinton,2
location,Unknown,8153f5cb-e1f7-49bb-91bb-24b3a296a40a,9
organization,Unknown,70873,9
company,Country_338740,Estrella de Mar Ltd. Liability Co,9
vessel,Unknown,Ship2Report,9
organization,Unknown,90562,9
location,Unknown,b28d568f-09b4-41bd-b04d-4cf255f1adc6,9
organization,Unknown,410,1
organization,Unknown,47562016,0
organization,Unknown,87940,19
organization,Unknown,5639000,4
organization,Unknown,5372,2
organization,Unknown,951093,8
organization,Unknown,86590543,0
person,Country_271835,Jonathan Smith,0
location,Unknown,217fe70e-cc2d-4899-9127-e0a7da182699,0
company,Country_271835,Playa de la Luna Ltd. Corporation,22
organization,Unknown,304,22
organization,Unknown,672,17
location,Unknown,02cd44a1-7945-40d9-b38f-56f70976582c,2
organization,Unknown,7950,2
organization,Unknown,44,2
organization,Unknown,41,9
organization,Unknown,2125,16
location,Unknown,1076f239-831c-4c53-9134-484c8f2d5c73,16
person,Country_271835,Amy Wilson,9
location,Unknown,9e2e5adf-b6aa-4e7f-9af1-a899ceccfba6,9
organization,Unknown,59,14
organization,Unknown,46510923,14
vessel,Unknown,pilot,14
organization,Unknown,9699687,14
company,Vesperlandia,Mar del Oeste Pic,1
organization,Unknown,31,12
organization,Unknown,4526320,12
organization,Unknown,98748,12
organization,Unknown,50,12
organization,Unknown,5495,12
political_organization,Unknown,454,11
organization,Unknown,83818120,21
person,Country_271835,Mr. Gregory Brown,7
organization,Unknown,8327,6
organization,Unknown,222848436,1
vessel,Unknown,Amphibious Warships,1
person,Country_271835,Brian Weber,17
movement,Unknown,weeks,6
organization,Unknown,40213337,6
vessel,Unknown,cutters,6
vessel,Unknown,Coast,6
organization,Unknown,7505050,6
event,Unknown,Today,6
event,Unknown,June year,12
organization,Unknown,8787,5
political_organization,Unknown,218,3
political_organization,Unknown,88149,3
organization,Unknown,175,13
person,Country_271835,Michael Nicholson,12
person,Country_271835,Andrea Peters,1
organization,Unknown,7691,7
organization,Unknown,98332,7
organization,Unknown,78565892,2
location,Unknown,df365f60-c399-42f5-ad38-736145edef5e,16
organization,Unknown,4146760,1
organization,Unknown,812740593,4
person,Country_271835,Joshua Baker,4
organization,Unknown,4764109,2
organization,Unknown,761,7
location,Unknown,a7d22b55-872d-4fc0-b1ea-935f63ce0d2a,7
vessel,Unknown,water,7
Uncategorized,Unknown,âdevil vesselsâ,4
organization,Unknown,9786,0
person,Country_271835,Stephanie Garner,0
Uncategorized,Unknown,œÆï,39
Uncategorized,Unknown,œe1Pï,39
Uncategorized,Unknown,œe1Pï¿œPï,39
Uncategorized,Unknown,œPï,39
Uncategorized,Unknown,œíï,39
Uncategorized,Unknown,œXuï,39
Uncategorized,Unknown,œÞ£ï,39
Uncategorized,Unknown,œ8p,39
Uncategorized,Unknown,œk,39
Uncategorized,Unknown,œPjï,39
Uncategorized,Unknown,œÞï,39
Uncategorized,Unknown,œB,39
Uncategorized,Unknown,œlÞuï,39
Uncategorized,Unknown,iJPkï,39
Uncategorized,Unknown,œ5ï,39
Uncategorized,Unknown,œï,40
Uncategorized,Unknown,œDdï,40
Uncategorized,Unknown,Æï,40
Uncategorized,Unknown,œgï,40
Uncategorized,Unknown,pï¿œï,40
Uncategorized,Unknown,œï¿œï,40
Uncategorized,Unknown,Kï,40
Uncategorized,Unknown,œiï,40
Uncategorized,Unknown,qï¿œî,40
Uncategorized,Unknown,œGuï,40
Uncategorized,Unknown,œPm6,40
Uncategorized,Unknown,œz,40
Uncategorized,Unknown,œNï,40
Uncategorized,Unknown,œÎï,40
Uncategorized,Unknown,œbjNnnï,40
Uncategorized,Unknown,œLï,40
Uncategorized,Unknown,œß,40
Uncategorized,Unknown,œ5ï,40
Uncategorized,Unknown,Éd,40
Uncategorized,Unknown,Lï,40
Uncategorized,Unknown,œjOÑ,40
Uncategorized,Unknown,œY,40
Uncategorized,Unknown,œnOï,40
Uncategorized,Unknown,Nï,40
Uncategorized,Unknown,œzï,40
Uncategorized,Unknown,œX,40
Uncategorized,Unknown,œÒŒipï,40
Uncategorized,Unknown,œMSssï,40
Uncategorized,Unknown,œx,40
Uncategorized,Unknown,œVï,40
Uncategorized,Unknown,œUkï,40
Uncategorized,Unknown,œmï¿œdï,40
Uncategorized,Unknown,œmç¢kï,40
Uncategorized,Unknown,œmç¢kï¿œF1ï,40
Uncategorized,Unknown,œF1ï,40
Uncategorized,Unknown,œF1ï¿œF,40
person,Country_271835,Miguel Fisher,20
event,Unknown,Last,20
person,Country_271835,Jeremy Norris,6
person,Marebak,Dana Goodwin,0
organization,Unknown,897,16
organization,Unknown,2243528,8
location,Unknown,693c9865-5633-40a1-bcb6-3f0dd68a41c4,8
organization,Unknown,544344,19
organization,Unknown,2056,19
organization,Unknown,95219,19
organization,Unknown,579919,19
vessel,Unknown,Ocean Tuna,2
organization,Unknown,262157542,2
organization,Unknown,46194,2
organization,Unknown,826273,19
organization,Unknown,951,19
organization,Unknown,911,19
organization,Unknown,9204971,2
organization,Unknown,2230601,2
event,Unknown,10,1
vessel,Unknown,Explorer,1
person,Country_271835,Diana Brandt,17
person,Country_271835,Brandi Bowen,17
person,Country_271835,Taylor Chan,17
location,Unknown,1a069318-6dc0-45d0-9948-7b846f61c201,7
location,Unknown,79513661-4dbe-4797-a73a-e53177f7a4b3,7
person,Country_271835,Michele Henry,7
organization,Unknown,36295,0
location,Unknown,a7a35f33-3e72-44f2-a51b-922e44da23bc,42
Uncategorized,Unknown,âartisanalâ,42
Uncategorized,Unknown,âsubsistenceâ,42
person,Country_271835,Jeremiah Delacruz,0
event,Unknown,âsquids,0
event,Unknown,âclams,0
event,Unknown,Octopus,0
organization,Unknown,60253,0
organization,Unknown,109746,12
organization,Unknown,13015105,0
person,Country_552976,Ms. Jenna Gonzalez MD,3
location,Unknown,37e46ce7-3cfa-4805-a254-5549adf19805,3
person,Country_552976,Scott Mays,3
location,Unknown,b4caf8cd-dbc7-4c99-9f2b-de407274c08b,3
location,Unknown,38b72863-eaf3-4270-a213-d9ddaee2c6cb,3
location,Unknown,410af01b-a5fb-4d6c-946d-a48fea30332b,3
event,Unknown,âSocioeconomic,0
organization,Unknown,553309,42
Uncategorized,Unknown,EBSCOhostâsearched âoctopus,42
Uncategorized,Unknown,AND fisheryâ,42
organization,Unknown,515270,42
location,Unknown,09e2222b-c13c-4a94-b1d9-b79238be0788,42
Uncategorized,Unknown,artisanalâ,42
political_organization,Unknown,704,42
person,Country_271835,Elizabeth Savage,42
Uncategorized,Unknown,âoctopusâ,42
Uncategorized,Unknown,âcephalopodâ,42
Uncategorized,Unknown,cyaneaâ,42
Uncategorized,Unknown,mayaâ,42
person,Country_271835,Taylor Park,42
Uncategorized,Unknown,âpolvoâ,42
Uncategorized,Unknown,âlivelihoodâ,42
person,Country_271835,Angela Wheeler,42
person,Country_271835,Lisa Branch,42
Uncategorized,Unknown,folkâ,42
Uncategorized,Unknown,âwomenâ,42
Uncategorized,Unknown,âfisherâ,42
Uncategorized,Unknown,managementâ,42
Uncategorized,Unknown,âo,42
person,Country_271835,Adam Blankenship,42
Uncategorized,Unknown,âpoulpeâ,42
person,Country_271835,Mr. Thomas Johnson DDS,42
Uncategorized,Unknown,scaleâ,42
company,Country_271835,Costa del Mar Oyj Hijiki,22
person,Quandoria,Miss Jessica Baker DVM,1
Uncategorized,Unknown,Alonso-FernÃ,1
location,Unknown,4b6a1701-93c3-403c-bd2f-9684106e8bba,1
location,Unknown,c1aeee2d-0030-4d85-b45c-ac3fd9887b98,8
company,Osterivaria,Bu yu wang Plc Carriers,28
person,Country_271835,Jeffrey Yates,1
location,Unknown,42aea61e-a98f-4528-9f30-51624ecf3957,1
organization,Unknown,1334578,13
organization,Unknown,7670,4
organization,Unknown,43,13
organization,Unknown,3601920,13
organization,Unknown,435978092,19
person,Uzimoria,Andres Cook,13
location,Unknown,22a2062d-03d8-48c3-9e91-9e5930b8d29f,13
person,Country_271835,Tyler Guzman,13
location,Unknown,ab195b55-453e-4436-ab0c-9f5660b4ec8c,13
person,Country_874023,Joseph Gonzales,13
person,Oceanus,Cindy Ritter,13
organization,Unknown,5441,13
organization,Unknown,199442,13
political_organization,Unknown,903,13
person,Country_874023,Erica Mitchell,13
organization,Unknown,829,13
organization,Unknown,995899,13
organization,Unknown,47249,13
organization,Unknown,23399545,13
political_organization,Unknown,621,7
Uncategorized,Unknown,europeansting,7
company,Country_271835,Jammu & Kashmir Ltd Family,7
political_organization,Unknown,7023,17
organization,Unknown,13863,5
person,Country_271835,James Smith MD,16
person,Country_271835,Brian Palmer,16
organization,Unknown,35683821,16
person,Country_895471,Morgan Bell,12
organization,Unknown,1465792,1
organization,Unknown,366,2
organization,Unknown,19386200,2
organization,Unknown,85946,2
organization,Unknown,172114,13
organization,Unknown,657,1
organization,Unknown,87339689,0
organization,Unknown,522017227,13
political_organization,Unknown,29,13
political_organization,Unknown,327481624,13
location,Unknown,cf651b3c-4e21-458c-91c4-3cae2eb36bcb,13
location,Unknown,17c99d9d-7049-4ebb-8a2a-f3d39cc42870,12
organization,Unknown,760402,1
person,Country_271835,Sarah Clark,1
vessel,Unknown,Water,0
organization,Unknown,737137552,0
location,Unknown,77bfcfcd-af2c-4b58-8a99-871a6c6109f2,28
location,Unknown,25875c2e-ff9a-4669-bad7-2c84bafb7515,28
person,Country_271835,Matthew Martin,28
person,Country_271835,Tyler Brown,6
organization,Unknown,11960055,1
location,Unknown,ce0d446c-d08d-49a8-8aa2-e625ead63d0c,1
organization,Unknown,25423,1
company,Country_271835,Delhi ers AS Holdings,18
company,Country_271835,Cape of Good Hope  Oyj,13
location,Unknown,abcb0d9c-80da-4491-99f3-e093984f5373,13
person,Oceanus,Erin Simmons,0
person,Oceanus,Bryan Johnston,4
organization,Unknown,874124852,1
location,Unknown,05ef2661-6f3a-4f37-83e7-2ec8352afaef,4
location,Unknown,2ef60e7b-4914-4dbd-a063-5b23143fe5db,4
political_organization,Unknown,2633692,4
location,Unknown,fc4e853f-6e18-4631-bf95-f70d6a30579f,4
location,Unknown,6c7a8222-efc7-41a6-809a-043b091ae04a,19
person,Country_271835,Dale Warner,19
organization,Unknown,451,19
location,Unknown,705283b0-cdb7-4f0a-8481-b3fea243a8e5,8
Uncategorized,Unknown,Statesâ,25
vessel,Unknown,Gulf,13
vessel,Unknown,Boat,6
person,Country_271835,Teresa Rivera,6
organization,Unknown,767368152,7
location,Unknown,6d887b98-7c48-4a82-98bb-2f50fe4b29d5,12
vessel,Unknown,salmon,1
person,Country_271835,George Ramirez,1
location,Unknown,4e872202-1d65-4183-80c9-e8c12c8f736e,12
organization,Unknown,4382,13
organization,Unknown,7320771,0
organization,Unknown,94760735,0
political_organization,Unknown,969,5
location,Unknown,86dc0f8c-7305-4c1e-b655-cf16eefd6fce,5
location,Unknown,8164acdd-514f-4e18-867c-4bc63cebf15b,1
company,Country_271835,Playa del Mar Caviar,9
location,Unknown,a7f76d84-4ccf-424a-9bf9-fc20b862b7a8,9
organization,Unknown,142,9
organization,Unknown,3183,9
company,Country_766259,Estrella de la Costa Inc Transit,9
organization,Unknown,802113,9
organization,Unknown,372016989,9
person,Country_271835,Alan Pacheco,9
location,Unknown,50335cc3-71d6-4803-baca-5faaecfc33cb,5
person,Country_271835,Virginia Carter,5
person,Country_271835,April James,5
Uncategorized,Unknown,Aleut Community St,8
Uncategorized,Unknown,KanuuxÌ,8
location,Unknown,e8036bce-0679-41d2-aa7b-d444163ae65a,8
Uncategorized,Unknown,âSewardâs Follyâ,1
person,Country_271835,Wendy Duarte,5
location,Unknown,aa1f466d-d060-40fa-ab0e-3f8bb2ca940f,5
person,Country_271835,Alexis Murphy,5
Uncategorized,Unknown,AlaÄum KanuuxÌ,9
person,Country_34878,Angela Powers,17
organization,Unknown,25652724,12
organization,Unknown,430,9
location,Unknown,f402c1d2-8262-4bae-aa92-c8675a7006fc,18
organization,Unknown,49729,7
organization,Unknown,2421,9
organization,Unknown,7413,9
political_organization,Unknown,43185,9
organization,Unknown,937182447,9
Uncategorized,Unknown,âAlaÄum KanuuxÌ,8
organization,Unknown,861,9
person,Country_271835,Gary Scott,22
organization,Unknown,883290144,22
organization,Unknown,859375359,22
organization,Unknown,52,5
location,Unknown,c9b9c344-98ec-40b8-af05-8528e5d82534,19
organization,Unknown,42603647,2
organization,Unknown,8544797,2
organization,Unknown,5070599,2
organization,Unknown,8966,2
organization,Unknown,39,2
vessel,Unknown,Plastic,0
organization,Unknown,927244,19
location,Unknown,e53552bc-174b-4799-b96b-c23cfa0731cb,4
organization,Unknown,9166,2
vessel,Unknown,19,20
organization,Unknown,48,6
person,Oceanus,Thomas Curry,7
location,Unknown,87ea830d-be41-4317-8b1b-142f23da70d7,5
organization,Unknown,662118,5
organization,Unknown,45,5
location,Unknown,c14a3dc1-59d0-4b92-b9f3-331e51912787,17
person,Oceanus,Christopher Peterson,1
organization,Unknown,505943,1
organization,Unknown,79538,4
person,Country_271835,Kevin Norton,4
person,Country_271835,Gregory Moore,3
organization,Unknown,43685541,7
organization,Unknown,22,9
location,Unknown,cefaf8b3-3aa2-4c59-b4aa-7974c8e1fe32,22
Uncategorized,Unknown,âgreenâ,1
location,Unknown,ede1806c-b3d1-47f5-ba49-d948d6ec385a,7
organization,Unknown,36,1
Uncategorized,Unknown,DiÃ,6
Uncategorized,Unknown,logo,6
person,Country_271835,Amy Wise,17
organization,Unknown,8609,3
political_organization,Unknown,40952,1
organization,Unknown,27641046,3
location,Unknown,e167b40a-96f4-40e0-873b-78950e4434f4,3
organization,Unknown,324989705,1
organization,Unknown,5415,2
organization,Unknown,9473,2
location,Unknown,52093e45-b873-4300-9612-8dfc291b1339,0
location,Unknown,46aadaa6-fb30-4474-a060-3adb689f4189,7
location,Unknown,8c53a730-3aa1-463f-aef6-999a3cfbfb70,4
organization,Unknown,528,1
person,Country_895471,Abigail Foster,6
company,Marebak,Rybachit Limited Liability Company,7
person,Country_271835,Hunter Wheeler,1
person,Country_271835,Christopher Miller,17
location,Unknown,ae88562c-5c39-4c15-b128-b4f67f5e5812,16
Uncategorized,Unknown,ipoa-iuu,0
Uncategorized,Unknown,Think Tank Index Reportâ,12
Uncategorized,Unknown,upenn,12
Uncategorized,Unknown,edu,12
location,Unknown,2ceda972-c633-4a88-bbe8-a4fe48cb5555,0
Uncategorized,Unknown,Torremolinos,0
Uncategorized,Unknown,International-Convention,0
Uncategorized,Unknown,imo,0
organization,Unknown,890,8
Uncategorized,Unknown,âU,8
company,Country_271835,Senegal Coast Oyj Motorboat,6
organization,Unknown,762833,6
vessel,Unknown,Spy,1
person,Country_271835,Howard Pierce,4
political_organization,Unknown,228,3
political_organization,Unknown,63,3
organization,Unknown,84,3
political_organization,Unknown,22150,3
person,Country_271835,Jill Boyd,22
person,Country_459036,Kristin Davidson,22
person,Country_271835,Robert Carpenter,22
person,Country_459036,Mario Richardson,22
event,Unknown,âregions,22
organization,Unknown,7529,22
organization,Unknown,90254947,22
organization,Unknown,591787,22
person,Country_415128,Joseph Johnson,22
person,Country_895471,Peter Oliver,22
Uncategorized,Unknown,âsinkâ,22
organization,Unknown,555217629,25
person,Country_437825,Jeremy Jackson,22
person,Country_198078,Kelly Brown,9
person,Country_271835,Susan Porter,22
person,Country_271835,Meghan Wolfe,22
person,Country_931736,Zachary Petersen,22
person,Marebak,Stephen Evans,22
person,Country_271835,Charles Tran,22
location,Unknown,23550059-88d4-4a69-b74e-3c7de8bf56de,22
person,Country_984533,Patricia Byrd,22
person,Riodelsol,Ronald Mahoney,22
company,Country_271835,Playa de Coral GmbH Consultants,22
person,Country_271835,Kirk Jackson,22
Uncategorized,Unknown,âdegradedâ,22
person,Country_271835,Jeffrey Curry,22
person,Country_271835,Steven Huynh,6
person,Oceanterra,Evelyn Huang,17
event,Unknown,âpoint,22
person,Country_271835,Bonnie Perez,22
person,Country_483478,Courtney Evans,4
Uncategorized,Unknown,Mexicoâs YucatÃ,4
person,Country_271835,Jerry Welch,4
location,Unknown,1196cfc8-175c-465b-aee9-fbf74c81aa49,4
organization,Unknown,87,22
event,Unknown,NiÃ±o,22
person,Country_271835,Judy Johns,4
person,Country_271835,Richard Greer,9
person,Country_271835,Matthew Delgado,22
location,Unknown,21e68e53-183c-45a0-9805-68c099d4d9c0,22
Uncategorized,Unknown,âpioneersâ,22
event,Unknown,embaÃºba,22
