type,country,id,community
vessel,Unknown,Coast,2
event,Unknown,Today,2
organization,Unknown,4146760,5
organization,Unknown,9786,8
person,Country_271835,Stephanie Garner,8
person,Country_271835,Jeremy Norris,5
vessel,Unknown,Ocean Tuna,0
organization,Unknown,262157542,0
organization,Unknown,46194,0
organization,Unknown,9204971,0
organization,Unknown,2230601,0
vessel,Unknown,Explorer,5
organization,Unknown,36295,8
person,Country_271835,Jeremiah Delacruz,8
event,Unknown,âsquids,8
event,Unknown,âclams,8
event,Unknown,Octopus,8
organization,Unknown,60253,8
organization,Unknown,13015105,8
event,Unknown,âSocioeconomic,8
person,Country_271835,Jeffrey Yates,5
organization,Unknown,1465792,5
organization,Unknown,657,5
organization,Unknown,760402,2
person,Country_271835,Tyler Brown,2
company,Country_271835,Cape of Good Hope  Oyj,5
organization,Unknown,874124852,5
location,Unknown,705283b0-cdb7-4f0a-8481-b3fea243a8e5,5
vessel,Unknown,Boat,2
person,Country_271835,Teresa Rivera,2
vessel,Unknown,salmon,5
person,Country_271835,George Ramirez,5
organization,Unknown,7320771,8
organization,Unknown,94760735,8
Uncategorized,Unknown,Aleut Community St,10
Uncategorized,Unknown,KanuuxÌ,10
location,Unknown,e8036bce-0679-41d2-aa7b-d444163ae65a,10
Uncategorized,Unknown,âSewardâs Follyâ,5
Uncategorized,Unknown,âAlaÄum KanuuxÌ,10
organization,Unknown,42603647,0
organization,Unknown,8544797,0
organization,Unknown,5070599,0
organization,Unknown,8966,0
organization,Unknown,39,0
location,Unknown,e53552bc-174b-4799-b96b-c23cfa0731cb,1
organization,Unknown,9166,1
organization,Unknown,48,2
location,Unknown,c14a3dc1-59d0-4b92-b9f3-331e51912787,9
organization,Unknown,505943,0
organization,Unknown,79538,1
person,Country_271835,Kevin Norton,1
Uncategorized,Unknown,âgreenâ,5
organization,Unknown,36,5
person,Country_271835,Amy Wise,9
political_organization,Unknown,40952,9
location,Unknown,52093e45-b873-4300-9612-8dfc291b1339,8
organization,Unknown,528,5
person,Country_271835,Hunter Wheeler,5
person,Country_271835,Christopher Miller,9
Uncategorized,Unknown,ipoa-iuu,8
location,Unknown,2ceda972-c633-4a88-bbe8-a4fe48cb5555,8
Uncategorized,Unknown,Torremolinos,8
Uncategorized,Unknown,International-Convention,8
Uncategorized,Unknown,imo,8
vessel,Unknown,Spy,5
location,Unknown,e678510b-947d-455a-8eb0-44d1009682ec,5
location,Unknown,a0deebdf-db0c-4aa8-91b6-0536e017c20f,5
person,Country_542476,Thomas Morales,9
person,Country_271835,Morgan Black,10
person,Oceanus,Kristine Vaughn,1
organization,Unknown,1301719,5
person,Country_271835,Carlos White,10
person,Country_271835,Robert Adams,5
person,Country_271835,Brandon Jackson,5
Uncategorized,Unknown,ââ,9
event,Unknown,âHe,1
organization,Unknown,314,8
organization,Unknown,979893388,9
person,Country_271835,Tammy Ryan,5
location,Unknown,e1d7b4ac-ed31-42a4-9375-4afb0f78f276,2
person,Country_271835,Mary Horton,2
vessel,Unknown,cutter James,2
location,Unknown,1da2bc5a-e590-41c9-9982-2ade48dfc426,8
organization,Unknown,842229565,0
person,Country_271835,Dylan Roberts,1
vessel,Unknown,Hang,1
organization,Unknown,41695239,5
organization,Unknown,489,5
location,Unknown,7c54563c-577c-462f-8e30-389b510c776a,5
event,Unknown,Morning,5
person,Country_271835,Jennifer Simmons,5
organization,Unknown,833355,5
organization,Unknown,613281364,5
organization,Unknown,801809,5
person,Country_271835,Angela Spencer,2
organization,Unknown,65,5
organization,Unknown,58745,5
organization,Unknown,678,5
organization,Unknown,6393,8
location,Unknown,34f0cbbf-83c3-4e09-ad7a-b94a778f7c12,5
person,Country_271835,Madison Edwards,9
person,Marebak,Calvin Salas,10
organization,Unknown,685607,1
person,Wysterion,Tristan Johnson,10
person,Country_271835,Andrew Gamble,5
organization,Unknown,492238508,8
person,Country_709784,Anita Tate,8
organization,Unknown,4447143,8
location,Unknown,36b70b18-465a-442f-bfbe-cedb85d48acc,5
organization,Unknown,13,5
vessel,Unknown,reefers,1
person,Country_271835,Kimberly Lara,1
person,Country_271835,Danielle Camacho,1
person,Country_271835,Mr. Justin Bailey MD,0
person,Country_271835,Jennifer Brown,5
person,Country_271835,John Barnes DDS,9
organization,Unknown,9590898,9
person,Arreciviento,Joshua Garrett,9
organization,Unknown,95230042,9
organization,Unknown,21240092,9
organization,Unknown,7234,9
person,Country_271835,Mary Jenkins,0
political_organization,Unknown,75835980,0
organization,Unknown,23774,0
person,Luminsia,Nicole Smith,0
organization,Unknown,9992346,0
organization,Unknown,227,0
person,Country_271835,Jennifer Reilly,9
person,Country_271835,Cynthia Byrd,9
person,Country_271835,Christopher Hernandez,10
organization,Unknown,116070050,5
location,Unknown,b47086b0-e225-436a-83b1-2cf5cda4dbd5,5
organization,Unknown,613465161,5
location,Unknown,88a1fe65-33d9-487a-a3ac-d4208f41b754,2
person,Country_271835,Jenna Barton,2
person,Country_271835,Jessica Owens,5
location,Unknown,88e9e7e8-3edf-4fd4-959d-8ec4f53e59d6,5
organization,Unknown,67909,8
location,Unknown,e09b64a2-397a-4bec-96a1-7d61479fe37a,5
organization,Unknown,1012,0
person,Country_271835,Kayla Reynolds,0
organization,Unknown,724,0
person,Country_271835,Alyssa Mccoy,5
person,Country_271835,James Hernandez,5
location,Unknown,1f899410-3447-48e7-bcb3-cbff10619e86,5
person,Country_271835,Barbara Mccarty,9
person,Country_271835,Christopher Simon,1
person,Country_271835,Lauren Jackson DDS,10
event,Unknown,ï¬shes,10
event,Unknown,ï¬sh,10
person,Country_990614,Darren Wilson,9
person,Country_271835,Andrew Miller,9
person,Country_271835,Krystal Lee,9
organization,Unknown,506986590,0
organization,Unknown,7321,0
organization,Unknown,647724,0
organization,Unknown,1214936,0
person,Country_271835,Philip Black,9
person,Country_271835,Laurie Clark,5
organization,Unknown,7548555,9
vessel,Unknown,ARA Contraalmirante Cordero,9
organization,Unknown,461553,8
person,Oceanus,Rebecca Fox,5
person,Country_271835,Brandy Williams,9
location,Unknown,d6968538-6f18-4a1c-a4e2-59de3c0e25c2,9
person,Country_271835,Robert Vega,9
person,Oceanus,Frederick Hunter,2
location,Unknown,06c161ac-e601-493f-b8df-839382e16a74,5
person,Country_271835,Julie Parks,5
vessel,Unknown,USS Hurricane,0
vessel,Unknown,PC,0
person,Country_271835,Brandi White,5
person,Country_271835,Tara Hanson,1
person,Country_271835,Wesley Vasquez,1
person,Marebak,Anthony Le,1
person,Country_271835,Jo Francis,1
person,Country_271835,Stephanie Thompson,1
person,Country_271835,Michael Baker,5
person,Country_271835,Sabrina Zamora,1
person,Country_271835,Hannah Chandler,1
political_organization,Unknown,91,10
organization,Unknown,72875,8
person,Country_443882,Heidi Kline,2
organization,Unknown,863749817,2
organization,Unknown,475,2
organization,Unknown,567217,2
vessel,Unknown,Oliver,2
person,Country_271835,Amanda Becker,2
person,Country_271835,Jonathan Spence,5
person,Country_271835,Ann Flowers,5
organization,Unknown,60774,5
company,Country_271835,Fin Flair Pic Delivery,5
person,Marebak,Anna Smith,1
organization,Unknown,760219951,0
political_organization,Unknown,36744944,9
location,Unknown,6b58646e-1d3a-4b72-b8a0-9f57c296d73d,5
location,Unknown,b636c0f8-2ddf-42ad-9f9c-73bd48682561,2
person,Country_271835,Samuel Stokes,10
person,Oceanus,Marcus English,8
event,Unknown,yearsâthat,0
political_organization,Unknown,950574,0
Uncategorized,Unknown,Pacific Island States United Statesâ,0
Uncategorized,Unknown,territory American Samoa,0
organization,Unknown,7892,0
organization,Unknown,1415,8
organization,Unknown,3433,8
person,Country_271835,Kara Sullivan,8
person,Country_271835,Shawna Welch,5
organization,Unknown,89526932,2
location,Unknown,c66f5cd5-3891-43ce-a3f8-0147b3d643b1,5
location,Unknown,032522db-8105-4c26-8142-ae9d5806f7c5,5
person,Country_271835,Robin Fernandez,0
person,Country_271835,Diana Kelley,5
person,Country_271835,Miranda Small,5
person,Country_271835,Stacey Ortega,8
location,Unknown,da7677f8-d1f0-4e35-afe9-4240613e866b,2
organization,Unknown,48115,2
person,Mawazam,Rhonda Sullivan,2
person,Country_216139,Adam Gutierrez,5
person,Country_271835,Gregory Carter,5
organization,Unknown,903311212,5
location,Unknown,1710a32e-7a58-4d7f-9c5e-bf897b7419a3,5
person,Country_271835,Daniel Shaffer,5
person,Country_271835,Joshua Hammond,1
person,Country_230197,Samuel Cross,5
Uncategorized,Unknown,DECEUNINCK,5
person,Oceanus,Rhonda Price,5
location,Unknown,e0cdfc51-7473-481d-8900-03f66d6e359e,10
person,Country_271835,Ricardo Gomez,10
organization,Unknown,75471,10
movement,Unknown,14 months,10
event,Unknown,âcatch,8
event,Unknown,âtotal,8
Uncategorized,Unknown,âMoby-Dickâ,10
location,Unknown,04eab3c4-ed99-467b-8844-b5279a6b955e,5
person,Country_271835,Amanda Santana,10
person,Country_271835,Dana Macias,10
person,Country_271835,Helen Chase,5
organization,Unknown,34153143,10
Uncategorized,Unknown,âTheoretically,10
person,Uzilandor,Jonathan Torres,10
person,Country_271835,Gary Dunn,10
organization,Unknown,721436,10
person,Country_271835,Linda Holden,10
person,Country_271835,Donna Romero,10
person,Country_271835,Amanda Garcia,10
vessel,Unknown,bottom otter trawler,5
organization,Unknown,1559,0
location,Unknown,da91eeb8-11f7-4634-95e7-f9413e9957aa,5
organization,Unknown,779,0
organization,Unknown,428,0
Uncategorized,Unknown,FlodstrÃ,5
person,Country_271835,Madeline Collins,5
person,Country_271835,Brittany Brewer,5
Uncategorized,Unknown,allAfrica,8
organization,Unknown,900338,8
organization,Unknown,665912557,9
person,Country_271835,Danielle Perry,2
person,Country_271835,Laurie Mclaughlin,5
event,Unknown,morningâs,1
person,Country_271835,Anna Thomas MD,1
person,Oceanus,Michele Black,1
Uncategorized,Unknown,Â£800,1
person,Country_699698,Tonya Key,1
location,Unknown,813be272-d3de-43c9-90be-ab14231fcf17,1
event,Unknown,âSay,1
person,Country_271835,Stacey Ortiz,1
person,Oceanus,Scott Simpson,1
person,Country_271835,Loretta Harrington,1
organization,Unknown,203,1
organization,Unknown,99661834,0
location,Unknown,950ce1a6-a178-4e3e-9316-91ab7ca88664,5
political_organization,Unknown,221942,1
location,Unknown,0d1c7ce3-7243-47c0-9280-a3262b52dc0f,10
organization,Unknown,327277616,1
organization,Unknown,637608,1
person,Country_271835,Benjamin Barton,1
organization,Unknown,5337,1
vessel,Unknown,underwater,5
Uncategorized,Unknown,waterâ,5
person,Country_271835,Mrs. Katrina Williams,5
organization,Unknown,13249468,2
vessel,Unknown,Aine,5
Uncategorized,Unknown,intrafish,8
Uncategorized,Unknown,choicesmagazine,5
person,Country_271835,Blake Smith,9
organization,Unknown,42990314,9
Uncategorized,Unknown,âpoachedâ,5
Uncategorized,Unknown,krxd,5
vessel,Unknown,operated vehicle,5
vessel,Unknown,Snow Crab,5
person,Country_271835,Carol Wade,5
person,Islavaria,Dana Knapp,5
company,Country_322527,Diao yu bi sai Tidal BV Export,5
person,Oceanus,Patricia Flores,5
person,Country_271835,Lisa Castaneda,9
person,Country_271835,Christina Abbott,9
organization,Unknown,4657860,9
person,Country_271835,Lauren Garner,5
organization,Unknown,806,5
company,Country_271835,Madhya Pradesh Market Pic Transportation,1
organization,Unknown,3308429,9
person,Country_712875,Wendy Miller,9
political_organization,Unknown,838200939,1
person,Country_271835,Jennifer Washington,0
person,Country_271835,Peter Bush,0
person,Country_57382,Justin Fowler,0
organization,Unknown,120,0
organization,Unknown,2422788,0
Uncategorized,Unknown,MCDP,0
location,Unknown,c97073d1-61a4-4a06-a189-8b4642a699e1,0
political_organization,Unknown,66,0
organization,Unknown,6204,5
location,Unknown,96c31987-d50d-4680-9397-2a9d0e3946e1,2
vessel,Unknown,sailboat Freeport,2
vessel,Unknown,Perch,5
person,Country_271835,Ariel Thornton,5
person,Country_271835,George Vance,8
vessel,Unknown,CraftâLaw,2
vessel,Unknown,Ocean Patrol,9
vessel,Unknown,ARA Bouchard,9
person,Country_271835,Kristin Dawson,1
person,Country_271835,Lindsey Conway,5
person,Country_271835,Ryan Perez,2
location,Unknown,dd3f2822-2964-4d18-92c2-7a6db4b4a9e5,2
organization,Unknown,6567453,2
organization,Unknown,4086,5
location,Unknown,a0ea93dc-6767-4682-b424-21b5a24ea24b,5
person,Country_271835,Darin Torres,8
person,Country_271835,Kevin Morris,8
organization,Unknown,9237588,5
person,Country_271835,William Murray,5
company,Country_271835,Punjab Market Marine sanctuary ship,5
location,Unknown,5025f249-0b3c-4741-a7aa-090d93395acf,5
location,Unknown,111274e2-c155-4640-9a8e-f506f3fbca06,8
location,Unknown,aac2c35c-d06d-45df-a1f8-a0c4001f3897,5
person,Country_271835,James Horton,5
person,Country_271835,Brian Hansen,10
person,Country_271835,Michelle Jackson,5
political_organization,Unknown,17592,9
location,Unknown,5d1f2e9c-f74a-41e9-974f-9b4e57edc9d7,9
person,Country_271835,Katherine Chavez,5
person,Country_271835,Stephen Marks,5
person,Country_271835,Michelle Long,5
Uncategorized,Unknown,âlaughableâ,10
organization,Unknown,299,10
person,Country_271835,Jennifer Barber,10
person,Country_271835,Ryan Hudson,10
person,Country_271835,John Avila,5
organization,Unknown,2362,5
company,Country_271835,Simien Mountains  Company Delivery,5
organization,Unknown,519852438,10
Uncategorized,Unknown,âlegitimateâ,10
person,Country_271835,William Kim,10
person,Country_271835,Jeffrey Strong,9
person,Country_271835,Susan Williams,9
organization,Unknown,463,9
person,Country_271835,Kathleen Benitez,9
location,Unknown,8851578d-3dd7-4430-8f73-b95305eb1f03,2
political_organization,Unknown,8634589,9
organization,Unknown,7260903,9
company,Country_271835,su y CJSC Canal,9
location,Unknown,cc3c9a3e-9226-43e0-9c2e-2cabec77b0fc,5
person,Country_247330,Barry Harris,9
person,Country_271835,Philip Murphy,9
political_organization,Unknown,9345,1
person,Polarisdom,Jon White,1
person,Country_614826,Emily Kennedy,1
person,Country_271835,Kevin Burnett,1
organization,Unknown,218148,1
person,Country_271835,Rebecca Walker,1
location,Unknown,decfc924-5bdc-4fba-8bbd-bb57d8d478d9,1
person,Polarisdom,Amanda Scott,1
Uncategorized,Unknown,22 Raptor,1
company,Polarisdom,Estrella del Mar Inc Merchants,1
person,Country_271835,Gerald Washington,1
person,Country_271835,Jessica Kelly,1
organization,Unknown,60017,1
person,Country_271835,Scott Johnson,9
person,Country_271835,Melissa Bates,1
person,Country_271835,Sylvia Johnson,5
person,Country_271835,Seth Kelley,9
person,Country_271835,Wanda Collins,5
location,Unknown,6d0e9c69-47a0-497e-b26e-28755c949385,5
organization,Unknown,5362,10
person,Country_271835,Dr. Christina Jensen DDS,2
person,Country_271835,Lindsey Barr,5
Uncategorized,Unknown,Filkinsâ,5
organization,Unknown,765078,9
organization,Unknown,172279392,9
person,Country_271835,Amanda Rogers,2
organization,Unknown,4852,2
vessel,Unknown,electric cars,5
location,Unknown,b8649055-5b40-43e1-ba33-93182cf978d4,5
location,Unknown,1bf22b98-519c-4131-8bb4-53ecdd193100,5
organization,Unknown,8503254,10
person,Country_271835,Randall Newman,5
person,Country_271835,Austin Simpson,9
location,Unknown,b1d6e468-f3c5-45f3-90a2-e76b2f329b2d,9
person,Country_271835,Grace Perez,9
person,Country_271835,Travis Rivera,9
person,Country_271835,Larry Morrow,9
person,Country_271835,Tammy Martin,9
political_organization,Unknown,436460757,9
Uncategorized,Unknown,brianbushard,9
Uncategorized,Unknown,siladityaray,9
person,Country_271835,Jeremy Woodard,9
organization,Unknown,8302,9
political_organization,Unknown,6352,9
person,Country_271835,Paul Wiley,9
person,Country_271835,Miranda Long,9
person,Country_271835,Michelle Kelley,9
person,Country_271835,Marvin Everett,9
person,Country_271835,Joseph Williams,9
political_organization,Unknown,176,9
person,Country_271835,Scott Anderson,9
Uncategorized,Unknown,âenticedâ,9
Uncategorized,Unknown,âPartnersâ,5
organization,Unknown,3657479,5
Uncategorized,Unknown,The Defendantsâ,5
location,Unknown,86ac9e66-f9e8-4f2b-ad17-39a52c23288c,5
location,Unknown,6ffd3349-37f4-48c5-bc9a-1b80e722e939,9
company,Country_271835,Danish Lobster Limited Liability Company Brothers,5
organization,Unknown,352,5
movement,Unknown,In month,5
person,Country_271835,Candice Brown,5
person,Country_271835,Vincent Cummings,5
organization,Unknown,400,9
organization,Unknown,2430986,5
Uncategorized,Unknown,Hardwoodsâ,5
location,Unknown,f64e747e-13de-4628-b939-92a8ff4eb03f,8
person,Country_244549,Julie Callahan,9
location,Unknown,68ac10aa-80a3-4b3c-99e5-f5708715ab2c,9
person,Country_271835,Christopher Benitez,5
Uncategorized,Unknown,Pitâ,8
person,Country_271835,David Romero,5
person,Country_271835,Elizabeth Armstrong,10
person,Country_271835,Melissa Brock,10
organization,Unknown,39033859,0
organization,Unknown,62532,0
organization,Unknown,649009867,0
person,Country_271835,Robert Rodriguez,5
vessel,Unknown,Bulk Carrier,5
location,Unknown,b400d237-4d56-4de8-917a-8e7654ccf315,5
location,Unknown,cd7cb49f-0021-4fe9-a3a9-cc8b3fce0c57,5
person,Country_271835,Andrew Harrison,2
person,Country_271835,Bryan King,5
person,Country_271835,Manuel Hess,5
person,Rio Isla,Tom Bauer,10
vessel,Unknown,Motor Vessel,5
organization,Unknown,24996,5
organization,Unknown,90411963,5
location,Unknown,114d2882-b620-4098-bb56-d865bbb85339,8
person,Country_271835,Christopher Moore,8
organization,Unknown,28890617,2
organization,Unknown,14636,5
event,Unknown,Storm,5
person,Country_271835,Diane Forbes,9
person,Country_271835,Dawn Robinson,9
person,Country_271835,Nathaniel Shah,5
person,Country_271835,Stephen Peterson,5
person,Country_271835,Eric Roman,5
company,Oceanus,hi xng BV Carriers,5
person,Country_271835,Martin Jones,5
person,Country_271835,Chad Ruiz,5
organization,Unknown,687878,5
organization,Unknown,368951,5
location,Unknown,c0ce6d15-622b-42a3-b892-f5efe5b4d00c,5
location,Unknown,a086a63d-19c7-4241-845a-f82c628d09a2,8
person,Country_271835,Brett Lee,8
person,Country_271835,Noah Mitchell,5
location,Unknown,037acfda-0d33-4ce8-8907-fe7da3e27dff,5
Uncategorized,Unknown,âexemplaryâ,5
organization,Unknown,6071877,9
location,Unknown,93ac5fec-5f52-4431-a3ff-91430a8062f6,9
person,Country_271835,Matthew Anderson,10
location,Unknown,332bb88e-0a63-41e3-8a27-87795fd552e9,5
event,Unknown,course years,5
organization,Unknown,440,10
location,Unknown,4294544a-9643-4cfd-97a0-ac656cb17e60,10
person,Country_271835,Hannah Ray,5
person,Country_271835,Nicholas King,5
organization,Unknown,214883455,10
location,Unknown,e69d4cb2-8bec-4496-8518-7426c6b9da65,0
company,Country_271835,Kagera River  GmbH & Co. KG Delivery,10
organization,Unknown,715490,10
person,Country_271835,Terri Rodriguez,5
person,Country_271835,Margaret Hodges,5
organization,Unknown,613556,9
organization,Unknown,979294,5
organization,Unknown,5246016,5
organization,Unknown,64667049,5
person,Country_271835,Travis Sparks,0
person,Country_271835,Deborah Porter DDS,0
Uncategorized,Unknown,âshark finâ,5
location,Unknown,bc507d7c-29c9-4b0d-909e-52dd450a25d3,5
person,Country_271835,Cody Lewis,5
Uncategorized,Unknown,13d79d632036,9
person,Country_271835,Laura Smith,5
Uncategorized,Unknown,2038650116,9
Uncategorized,Unknown,sectors sectors 2033,10
person,Country_271835,Kelly Mccarthy,1
location,Unknown,3eed159b-e98e-4f8a-98c2-c34341435411,5
person,Country_271835,Curtis Grant,5
person,Country_271835,Lindsay Bennett,5
location,Unknown,f514483d-fb5f-4cb2-bb8d-b616b10336d8,8
location,Unknown,165e0fe7-6725-4f4c-abc1-3ef485a939b0,5
organization,Unknown,FishEye International,2
Uncategorized,Unknown,Ancla Azul Company Solutions,1
Uncategorized,Unknown,Guessl,8
Uncategorized,Unknown,Federated,8
Uncategorized,Unknown,l y S.A. de C.V. International,8
Uncategorized,Unknown,SeaSpray Wave SRL Solutions,5
Uncategorized,Unknown,Ocean Fisheries Llc,5
Uncategorized,Unknown,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,2
Uncategorized,Unknown,Faurtil FÃ¡brica Urnas TietÃª,5
Uncategorized,Unknown,Fish Sea,8
Uncategorized,Unknown,Sea Products,8
Uncategorized,Unknown,Ex-Lax,0
Uncategorized,Unknown,Fishisland,0
Uncategorized,Unknown,âGenev,2
Uncategorized,Unknown,Oceanfront Oasis Inc Carriers,2
Uncategorized,Unknown,Qingdao Kaiyuan Seafoods,8
Uncategorized,Unknown,Mar de la Vida OJSC,1
Uncategorized,Unknown,West Bengal S.A. de C.V.,5
Uncategorized,Unknown,Fisheries Inc,0
Uncategorized,Unknown,Getis-Ord,8
Uncategorized,Unknown,Bergmanâs,1
Uncategorized,Unknown,Conduct Joint,2
Uncategorized,Unknown,âTrials,5
Uncategorized,Unknown,BPâs,5
Uncategorized,Unknown,Shellfish Chile SA,5
Uncategorized,Unknown,Mar de Cristalino Co,5
Uncategorized,Unknown,SaltwaterSavor Shipyard LC Merchants,5
Uncategorized,Unknown,Petroleum Vapor Intrusion,0
Uncategorized,Unknown,The Salty Dog Tidepool Kga Transport,10
Uncategorized,Unknown,Stock SA,5
Uncategorized,Unknown,Aqua Ambassadors Limited Liability Company,10
Uncategorized,Unknown,Sea Luxe Oceanography Kga Transportation,10
Uncategorized,Unknown,Blue Water Ventures Kga,5
Uncategorized,Unknown,Bloomberg Law,5
Uncategorized,Unknown,âCinder,8
Uncategorized,Unknown,Kariba Dam  N.V. Brothers,8
Uncategorized,Unknown,Tuna Vietnam,1
Uncategorized,Unknown,Marine Foods,0
Uncategorized,Unknown,3 Ltd. Liability Co,8
Uncategorized,Unknown,Hudsons Bay,10
Uncategorized,Unknown,STL,5
Uncategorized,Unknown,Jharkhand s GmbH & Co. KG,5
Uncategorized,Unknown,Phillips,5
Uncategorized,Unknown,Rose,5
Uncategorized,Unknown,Savaneta Corporation Marine life,1
Uncategorized,Unknown,Michael Limited Liability Company,5
Uncategorized,Unknown,âUS,8
Uncategorized,Unknown,Orange River  AS Logistics,5
Uncategorized,Unknown,One Hongn,5
Uncategorized,Unknown,Kores De Venezuela C A,1
Uncategorized,Unknown,Faroe Islands Plc Investment,5
Uncategorized,Unknown,Logistics,2
Uncategorized,Unknown,Dispenseroo,5
Uncategorized,Unknown,80 Percent Arms,10
Uncategorized,Unknown,CM Nationali,10
Uncategorized,Unknown,MV,9
Uncategorized,Unknown,Ronald,2
Uncategorized,Unknown,C Express,2
Uncategorized,Unknown,IndÃºstria Madeireira Uliana,5
