type,weight,source,target,key,source_id,source_country,target_id,target_country
partnership,0.9294543,Spanish Shrimp  Carriers,200640636,0,Spanish Shrimp  Carriers,Nalakond,200640636,Unknown
partnership,0.90164447,Spanish Shrimp  Carriers,300668979,0,Spanish Shrimp  Carriers,Nalakond,300668979,Unknown
partnership,0.9337086,Spanish Shrimp  Carriers,Stacey Ortega,0,Spanish Shrimp  Carriers,Nalakond,Stacey Ortega,Country_271835
membership,0.85655963,Spanish Shrimp  Carriers,allAfrica,0,Spanish Shrimp  Carriers,Nalakond,allAfrica,Unknown
membership,0.9649751,Spanish Shrimp  Carriers,l y S.A. de C.V. International,0,Spanish Shrimp  Carriers,Nalakond,l y S.A. de C.V. International,Unknown
ownership,0.80696726,Spanish Shrimp  Carriers,903311212,0,Spanish Shrimp  Carriers,Nalakond,903311212,Unknown
membership,0.88245773,Spanish Shrimp  Carriers,SeaSpray Wave SRL Solutions,0,Spanish Shrimp  Carriers,Nalakond,SeaSpray Wave SRL Solutions,Unknown
membership,0.8822255,Spanish Shrimp  Carriers,png xi  Line,0,Spanish Shrimp  Carriers,Nalakond,png xi  Line,Country_628643
membership,0.91648334,Spanish Shrimp  Carriers,Mar del Oeste Pic,0,Spanish Shrimp  Carriers,Nalakond,Mar del Oeste Pic,Vesperlandia
ownership,0.8070168,Spanish Shrimp  Carriers,Ocean Fisheries Llc,0,Spanish Shrimp  Carriers,Nalakond,Ocean Fisheries Llc,Unknown
family_relationship,0.80074245,Spanish Shrimp  Carriers,Ocean Fisheries Llc,1,Spanish Shrimp  Carriers,Nalakond,Ocean Fisheries Llc,Unknown
partnership,0.8574063,185040354,4,0,185040354,Unknown,4,Unknown
partnership,0.9082395,185040354,77b46bc7-7e31-41a0-973c-e633011d21b0,0,185040354,Unknown,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown
partnership,0.9027907,185040354,7,0,185040354,Unknown,7,Unknown
ownership,0.90231067,185040354,35,0,185040354,Unknown,35,Unknown
partnership,0.9322683,185040354,6406040,0,185040354,Unknown,6406040,Unknown
partnership,0.8384497,185040354,Jamie Knox,0,185040354,Unknown,Jamie Knox,Country_271835
ownership,0.84134257,185040354,3506021,0,185040354,Unknown,3506021,Unknown
ownership,0.80856466,185040354,664738735,0,185040354,Unknown,664738735,Unknown
ownership,0.896637,185040354,5848,0,185040354,Unknown,5848,Unknown
ownership,0.82721174,185040354,505943,0,185040354,Unknown,505943,Unknown
partnership,0.8559051,185040354,Jerry Welch,0,185040354,Unknown,Jerry Welch,Country_271835
partnership,0.85033315,185040354,23774,0,185040354,Unknown,23774,Unknown
membership,0.9579221,185040354,903311212,0,185040354,Unknown,903311212,Unknown
membership,0.9049128,185040354,Mar del Oeste Pic,0,185040354,Unknown,Mar del Oeste Pic,Vesperlandia
partnership,0.87574035,4,77b46bc7-7e31-41a0-973c-e633011d21b0,0,4,Unknown,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown
partnership,0.87102747,4,7,0,4,Unknown,7,Unknown
ownership,0.874328,4,35,0,4,Unknown,35,Unknown
partnership,0.916578,4,6406040,0,4,Unknown,6406040,Unknown
ownership,0.8132084,4,Jamie Knox,0,4,Unknown,Jamie Knox,Country_271835
partnership,0.895031,4,262157542,0,4,Unknown,262157542,Unknown
partnership,0.8671358,4,46194,0,4,Unknown,46194,Unknown
membership,0.9066468,4,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,0,4,Unknown,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,Unknown
partnership,0.84417665,4,PC,0,4,Unknown,PC,Unknown
partnership,0.80577874,4,7892,0,4,Unknown,7892,Unknown
partnership,0.8432517,4,39,0,4,Unknown,39,Unknown
partnership,0.8011801,4,7298083,0,4,Unknown,7298083,Unknown
partnership,0.8662459,4,3506021,0,4,Unknown,3506021,Unknown
partnership,0.8764374,4,185040354,0,4,Unknown,185040354,Unknown
membership,0.8256399,4,e69d4cb2-8bec-4496-8518-7426c6b9da65,0,4,Unknown,e69d4cb2-8bec-4496-8518-7426c6b9da65,Unknown
family_relationship,0.8639725,4,979893388,0,4,Unknown,979893388,Unknown
family_relationship,0.8316,860067396,664738735,0,860067396,Unknown,664738735,Unknown
ownership,0.9266041,664738735,5848,0,664738735,Unknown,5848,Unknown
family_relationship,0.84260094,664738735,l y S.A. de C.V. International,0,664738735,Unknown,l y S.A. de C.V. International,Unknown
membership,0.92508644,664738735,ipoa-iuu,0,664738735,Unknown,ipoa-iuu,Unknown
partnership,0.84074324,77b46bc7-7e31-41a0-973c-e633011d21b0,7,0,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown,7,Unknown
ownership,0.8535429,77b46bc7-7e31-41a0-973c-e633011d21b0,35,0,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown,35,Unknown
partnership,0.89794284,77b46bc7-7e31-41a0-973c-e633011d21b0,6406040,0,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown,6406040,Unknown
membership,0.85309917,77b46bc7-7e31-41a0-973c-e633011d21b0,âencounteredâ,0,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown,âencounteredâ,Unknown
partnership,0.8632582,77b46bc7-7e31-41a0-973c-e633011d21b0,79538,0,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown,79538,Unknown
partnership,0.91257226,77b46bc7-7e31-41a0-973c-e633011d21b0,Amanda Mckenzie,0,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown,Amanda Mckenzie,Oceanus
partnership,0.9079977,77b46bc7-7e31-41a0-973c-e633011d21b0,Danielle Camacho,0,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown,Danielle Camacho,Country_271835
partnership,0.9206723,77b46bc7-7e31-41a0-973c-e633011d21b0,âHe,0,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown,âHe,Unknown
ownership,0.8289663,77b46bc7-7e31-41a0-973c-e633011d21b0,Wesley Vasquez,0,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown,Wesley Vasquez,Country_271835
partnership,0.8736513,77b46bc7-7e31-41a0-973c-e633011d21b0,Kelly Mccarthy,0,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown,Kelly Mccarthy,Country_271835
family_relationship,0.93070984,7,77b46bc7-7e31-41a0-973c-e633011d21b0,0,7,Unknown,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown
ownership,0.8390882,7,35,0,7,Unknown,35,Unknown
partnership,0.88598406,7,6406040,0,7,Unknown,6406040,Unknown
partnership,0.91349626,35,6406040,0,35,Unknown,6406040,Unknown
membership,0.9219533,35,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,0,35,Unknown,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,Unknown
membership,0.9081499,6406040,Kayla Reynolds,0,6406040,Unknown,Kayla Reynolds,Country_271835
membership,0.89024824,6406040,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,0,6406040,Unknown,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,Unknown
family_relationship,0.950393,6406040,yearsâthat,0,6406040,Unknown,yearsâthat,Unknown
ownership,0.80103207,6406040,950574,0,6406040,Unknown,950574,Unknown
ownership,0.8259875,6406040,7298083,0,6406040,Unknown,7298083,Unknown
membership,0.8432977,6406040,99661834,0,6406040,Unknown,99661834,Unknown
partnership,0.83422154,3506021,348079,0,3506021,Unknown,348079,Unknown
family_relationship,0.8075534,3506021,l y S.A. de C.V. International,0,3506021,Unknown,l y S.A. de C.V. International,Unknown
ownership,0.88981014,3506021,Spanish Shrimp  Carriers,0,3506021,Unknown,Spanish Shrimp  Carriers,Nalakond
partnership,0.84429145,3506021,664738735,0,3506021,Unknown,664738735,Unknown
ownership,0.89368916,3506021,5848,0,3506021,Unknown,5848,Unknown
membership,0.8734488,3506021,Fish Sea,0,3506021,Unknown,Fish Sea,Unknown
membership,0.8275707,3506021,Sea Products,0,3506021,Unknown,Sea Products,Unknown
membership,0.9436413,3506021,13015105,0,3506021,Unknown,13015105,Unknown
ownership,0.968845,3506021,185040354,0,3506021,Unknown,185040354,Unknown
partnership,0.80180764,3506021,860067396,0,3506021,Unknown,860067396,Unknown
membership,0.85128593,3506021,4447143,0,3506021,Unknown,4447143,Unknown
partnership,0.8325063,3506021,300668979,0,3506021,Unknown,300668979,Unknown
partnership,0.8837605,3506021,Stacey Ortega,0,3506021,Unknown,Stacey Ortega,Country_271835
membership,0.92504054,3506021,f514483d-fb5f-4cb2-bb8d-b616b10336d8,0,3506021,Unknown,f514483d-fb5f-4cb2-bb8d-b616b10336d8,Unknown
family_relationship,0.84349066,3506021,png xi  Line,0,3506021,Unknown,png xi  Line,Country_628643
partnership,0.86972517,348079,78,0,348079,Unknown,78,Unknown
partnership,0.83605367,300668979,Stacey Ortega,0,300668979,Unknown,Stacey Ortega,Country_271835
membership,0.9019934,300668979,Mar del Oeste Pic,0,300668979,Unknown,Mar del Oeste Pic,Vesperlandia
membership,0.8772979,300668979,Ocean Fisheries Llc,0,300668979,Unknown,Ocean Fisheries Llc,Unknown
partnership,0.8947189,2,l y S.A. de C.V. International,0,2,Unknown,l y S.A. de C.V. International,Unknown
family_relationship,0.84881485,2,Spanish Shrimp  Carriers,0,2,Unknown,Spanish Shrimp  Carriers,Nalakond
membership,0.806194,2,Brett Lee,0,2,Unknown,Brett Lee,Country_271835
membership,0.89531815,2,SeaSpray Wave SRL Solutions,0,2,Unknown,SeaSpray Wave SRL Solutions,Unknown
family_relationship,0.95110565,5,665912557,0,5,Unknown,665912557,Unknown
membership,0.86358595,5,Julie Callahan,0,5,Unknown,Julie Callahan,Country_244549
family_relationship,0.959009,5,979893388,0,5,Unknown,979893388,Unknown
membership,0.9471978,5,903311212,0,5,Unknown,903311212,Unknown
ownership,0.8358215,5,SeaSpray Wave SRL Solutions,0,5,Unknown,SeaSpray Wave SRL Solutions,Unknown
partnership,0.85460746,7298083,7361,0,7298083,Unknown,7361,Unknown
membership,0.91268694,7298083,âlocalâ,0,7298083,Unknown,âlocalâ,Unknown
membership,0.91548765,7298083,Ex-Lax,0,7298083,Unknown,Ex-Lax,Unknown
membership,0.8020636,7298083,salmon,0,7298083,Unknown,salmon,Unknown
membership,0.912199,7298083,9166,0,7298083,Unknown,9166,Unknown
partnership,0.8317246,7298083,185040354,0,7298083,Unknown,185040354,Unknown
membership,0.9063994,7298083,Pacific Island States United Statesâ,0,7298083,Unknown,Pacific Island States United Statesâ,Unknown
partnership,0.9350891,7298083,territory American Samoa,0,7298083,Unknown,territory American Samoa,Unknown
partnership,0.85632855,7298083,PC,0,7298083,Unknown,PC,Unknown
partnership,0.8105983,7298083,7892,0,7298083,Unknown,7892,Unknown
partnership,0.8589457,7298083,39,0,7298083,Unknown,39,Unknown
partnership,0.8562819,7298083,6406040,0,7298083,Unknown,6406040,Unknown
membership,0.8781474,7298083,Fishisland,0,7298083,Unknown,Fishisland,Unknown
membership,0.93202955,7298083,Mar del Oeste Pic,0,7298083,Unknown,Mar del Oeste Pic,Vesperlandia
membership,0.9454411,7298083,Ocean Fisheries Llc,0,7298083,Unknown,Ocean Fisheries Llc,Unknown
membership,0.96567106,7298083,Ocean Fisheries Llc,1,7298083,Unknown,Ocean Fisheries Llc,Unknown
membership,0.8923753,7298083,Ocean Fisheries Llc,2,7298083,Unknown,Ocean Fisheries Llc,Unknown
partnership,0.9125178,7298083,png xi  Line,0,7298083,Unknown,png xi  Line,Country_628643
ownership,0.81732166,9,979893388,0,9,Unknown,979893388,Unknown
ownership,0.9063716,9,903311212,0,9,Unknown,903311212,Unknown
ownership,0.84616244,9,Ocean Fisheries Llc,0,9,Unknown,Ocean Fisheries Llc,Unknown
ownership,0.8303475,9,SeaSpray Wave SRL Solutions,0,9,Unknown,SeaSpray Wave SRL Solutions,Unknown
partnership,0.89000916,9,Mar del Oeste Pic,0,9,Unknown,Mar del Oeste Pic,Vesperlandia
partnership,0.8251332,Amanda Mckenzie,a0deebdf-db0c-4aa8-91b6-0536e017c20f,0,Amanda Mckenzie,Oceanus,a0deebdf-db0c-4aa8-91b6-0536e017c20f,Unknown
family_relationship,0.86624163,Amanda Mckenzie,Jerry Welch,0,Amanda Mckenzie,Oceanus,Jerry Welch,Country_271835
family_relationship,0.8935227,Amanda Mckenzie,Barbara Mccarty,0,Amanda Mckenzie,Oceanus,Barbara Mccarty,Country_271835
family_relationship,0.9149235,Amanda Mckenzie,Sabrina Zamora,0,Amanda Mckenzie,Oceanus,Sabrina Zamora,Country_271835
family_relationship,0.8535042,Amanda Mckenzie,Daniel Snyder,0,Amanda Mckenzie,Oceanus,Daniel Snyder,Country_271835
family_relationship,0.9113967,Amanda Mckenzie,Maria Russell,0,Amanda Mckenzie,Oceanus,Maria Russell,Country_271835
family_relationship,0.9255818,Amanda Mckenzie,Carlos White,0,Amanda Mckenzie,Oceanus,Carlos White,Country_271835
family_relationship,0.8422013,Amanda Mckenzie,Helen Chase,0,Amanda Mckenzie,Oceanus,Helen Chase,Country_271835
family_relationship,0.8468358,Amanda Mckenzie,Loretta Harrington,0,Amanda Mckenzie,Oceanus,Loretta Harrington,Country_271835
family_relationship,0.8969389,Amanda Mckenzie,Stacey Ortiz,0,Amanda Mckenzie,Oceanus,Stacey Ortiz,Country_271835
family_relationship,0.82448924,Amanda Mckenzie,choicesmagazine,0,Amanda Mckenzie,Oceanus,choicesmagazine,Unknown
family_relationship,0.85970485,Amanda Mckenzie,Morgan Black,0,Amanda Mckenzie,Oceanus,Morgan Black,Country_271835
family_relationship,0.9548331,Amanda Mckenzie,Tristan Johnson,0,Amanda Mckenzie,Oceanus,Tristan Johnson,Wysterion
family_relationship,0.89801466,Amanda Mckenzie,Michelle Kelley,0,Amanda Mckenzie,Oceanus,Michelle Kelley,Country_271835
family_relationship,0.91077566,Amanda Mckenzie,Austin Simpson,0,Amanda Mckenzie,Oceanus,Austin Simpson,Country_271835
membership,0.8391783,Amanda Mckenzie,su y CJSC Canal,0,Amanda Mckenzie,Oceanus,su y CJSC Canal,Country_271835
family_relationship,0.83381903,Amanda Mckenzie,Marvin Everett,0,Amanda Mckenzie,Oceanus,Marvin Everett,Country_271835
family_relationship,0.8824379,Amanda Mckenzie,Robert Vega,0,Amanda Mckenzie,Oceanus,Robert Vega,Country_271835
membership,0.8560837,Amanda Mckenzie,ââ,0,Amanda Mckenzie,Oceanus,ââ,Unknown
family_relationship,0.8676632,Amanda Mckenzie,Jeremy Norris,0,Amanda Mckenzie,Oceanus,Jeremy Norris,Country_271835
family_relationship,0.8044495,Amanda Mckenzie,Calvin Salas,0,Amanda Mckenzie,Oceanus,Calvin Salas,Marebak
ownership,0.91372263,Amanda Mckenzie,Mar del Oeste Pic,0,Amanda Mckenzie,Oceanus,Mar del Oeste Pic,Vesperlandia
partnership,0.830771,Amanda Mckenzie,SeaSpray Wave SRL Solutions,0,Amanda Mckenzie,Oceanus,SeaSpray Wave SRL Solutions,Unknown
membership,0.80690557,Amanda Mckenzie,png xi  Line,0,Amanda Mckenzie,Oceanus,png xi  Line,Country_628643
ownership,0.8209239,8698,964,0,8698,Unknown,964,Unknown
membership,0.9365071,8698,Claire Russell,0,8698,Unknown,Claire Russell,Country_271835
family_relationship,0.86202246,8698,Jason Davis,0,8698,Unknown,Jason Davis,Country_271835
family_relationship,0.8285236,8698,9488645,0,8698,Unknown,9488645,Unknown
ownership,0.8618691,8698,Ocean Fisheries Llc,0,8698,Unknown,Ocean Fisheries Llc,Unknown
membership,0.92227745,964,Claire Russell,0,964,Unknown,Claire Russell,Country_271835
membership,0.9195689,93873119,7298083,0,93873119,Unknown,7298083,Unknown
family_relationship,0.8041013,Jeremy Cordova,Explorer,0,Jeremy Cordova,Country_271835,Explorer,Unknown
family_relationship,0.80728096,Jeremy Cordova,903311212,0,Jeremy Cordova,Country_271835,903311212,Unknown
partnership,0.850799,602ea158-0519-47fc-badc-787721580418,903311212,0,602ea158-0519-47fc-badc-787721580418,Unknown,903311212,Unknown
ownership,0.83946025,602ea158-0519-47fc-badc-787721580418,903311212,1,602ea158-0519-47fc-badc-787721580418,Unknown,903311212,Unknown
family_relationship,0.8989178,380,551,0,380,Unknown,551,Unknown
membership,0.9546394,380,âpair,0,380,Unknown,âpair,Unknown
partnership,0.86589605,380,Playa de la Felicidad Oyj Cargo,0,380,Unknown,Playa de la Felicidad Oyj Cargo,Unknown
membership,0.9150195,380,77b46bc7-7e31-41a0-973c-e633011d21b0,0,380,Unknown,77b46bc7-7e31-41a0-973c-e633011d21b0,Unknown
membership,0.92442846,380,âencounteredâ,0,380,Unknown,âencounteredâ,Unknown
ownership,0.93377405,380,f7a4114d-d1ca-44df-a7e0-c72e440671ba,0,380,Unknown,f7a4114d-d1ca-44df-a7e0-c72e440671ba,Unknown
ownership,0.88733673,380,f9f6fc72-83db-4c44-a818-dde6c33985f9,0,380,Unknown,f9f6fc72-83db-4c44-a818-dde6c33985f9,Unknown
membership,0.96496147,380,âtransshipmentâ,0,380,Unknown,âtransshipmentâ,Unknown
membership,0.85750806,380,Brooke Garza,0,380,Unknown,Brooke Garza,Marebak
membership,0.88725215,380,Feng,0,380,Unknown,Feng,Unknown
membership,0.8099942,380,Spanish Shrimp  Carriers,0,380,Unknown,Spanish Shrimp  Carriers,Nalakond
partnership,0.8944992,380,Platts Oilgram,0,380,Unknown,Platts Oilgram,Unknown
partnership,0.8811279,380,Sergio Ross,0,380,Unknown,Sergio Ross,Country_271835
partnership,0.8915246,380,Daniel Middleton,0,380,Unknown,Daniel Middleton,Country_271835
membership,0.8342144,380,Plastic,0,380,Unknown,Plastic,Unknown
partnership,0.89344084,380,Plattsâ,0,380,Unknown,Plattsâ,Unknown
partnership,0.8974521,380,Patricia Hunter,0,380,Unknown,Patricia Hunter,Country_271835
partnership,0.83560205,380,Deepwater Horizon,0,380,Unknown,Deepwater Horizon,Unknown
partnership,0.93653303,380,Kerala Market Corp Consulting,0,380,Unknown,Kerala Market Corp Consulting,Unknown
membership,0.9355501,380,903311212,0,380,Unknown,903311212,Unknown
membership,0.90275615,f20779bf-63b5-4ea4-bb5f-944bb9449bce,349,0,f20779bf-63b5-4ea4-bb5f-944bb9449bce,Unknown,349,Unknown
partnership,0.9160606,ee05a28e-82ba-4f1d-a60f-68797a422ada,3506021,0,ee05a28e-82ba-4f1d-a60f-68797a422ada,Unknown,3506021,Unknown
partnership,0.9070348,ee05a28e-82ba-4f1d-a60f-68797a422ada,Spanish Shrimp  Carriers,0,ee05a28e-82ba-4f1d-a60f-68797a422ada,Unknown,Spanish Shrimp  Carriers,Nalakond
membership,0.93746436,ee05a28e-82ba-4f1d-a60f-68797a422ada,f514483d-fb5f-4cb2-bb8d-b616b10336d8,0,ee05a28e-82ba-4f1d-a60f-68797a422ada,Unknown,f514483d-fb5f-4cb2-bb8d-b616b10336d8,Unknown
ownership,0.8199465,83,imo,0,83,Unknown,imo,Unknown
partnership,0.88686633,83,Torremolinos,0,83,Unknown,Torremolinos,Unknown
partnership,0.878339,83,International-Convention,0,83,Unknown,International-Convention,Unknown
family_relationship,0.8323271,83,Fisheries Inc,0,83,Unknown,Fisheries Inc,Unknown
ownership,0.842531,83,185040354,0,83,Unknown,185040354,Unknown
partnership,0.87695706,83,1415,0,83,Unknown,1415,Unknown
membership,0.8316131,3b728c8f-1eaa-4f16-8c63-d3bcffd437bb,573756802,0,3b728c8f-1eaa-4f16-8c63-d3bcffd437bb,Unknown,573756802,Unknown
membership,0.9038645,3b728c8f-1eaa-4f16-8c63-d3bcffd437bb,âshabuâ,0,3b728c8f-1eaa-4f16-8c63-d3bcffd437bb,Unknown,âshabuâ,Unknown
ownership,0.8842275,3b728c8f-1eaa-4f16-8c63-d3bcffd437bb,Mar del Oeste Pic,0,3b728c8f-1eaa-4f16-8c63-d3bcffd437bb,Unknown,Mar del Oeste Pic,Vesperlandia
partnership,0.8158522,2989,39,0,2989,Unknown,39,Unknown
membership,0.822792,2989,903311212,0,2989,Unknown,903311212,Unknown
membership,0.8008407,185106,df42b319-be6a-4a2e-b11d-c4da7ecfc01c,0,185106,Unknown,df42b319-be6a-4a2e-b11d-c4da7ecfc01c,Unknown
ownership,0.80860746,860600018,0f5fd4f9-1683-464e-9459-a4488de5064b,0,860600018,Unknown,0f5fd4f9-1683-464e-9459-a4488de5064b,Unknown
family_relationship,0.8902765,860600018,6393,0,860600018,Unknown,6393,Unknown
ownership,0.90023637,860600018,Kimberly Lara,0,860600018,Unknown,Kimberly Lara,Country_271835
ownership,0.913733,860600018,morningâs,0,860600018,Unknown,morningâs,Unknown
ownership,0.84307534,860600018,Anna Thomas MD,0,860600018,Unknown,Anna Thomas MD,Country_271835
membership,0.84929866,860600018,Bergmanâs,0,860600018,Unknown,Bergmanâs,Unknown
membership,0.8534443,860600018,Stacey Ortiz,0,860600018,Unknown,Stacey Ortiz,Country_271835
membership,0.862157,860600018,637608,0,860600018,Unknown,637608,Unknown
family_relationship,0.94817984,860600018,John Gonzalez,0,860600018,Unknown,John Gonzalez,Nalakond
family_relationship,0.92555124,860600018,e53552bc-174b-4799-b96b-c23cfa0731cb,0,860600018,Unknown,e53552bc-174b-4799-b96b-c23cfa0731cb,Unknown
family_relationship,0.8881786,860600018,5337,0,860600018,Unknown,5337,Unknown
partnership,0.9220471,860600018,838200939,0,860600018,Unknown,838200939,Unknown
membership,0.8192324,435054320,Cutter,0,435054320,Unknown,Cutter,Unknown
ownership,0.8177652,435054320,40213337,0,435054320,Unknown,40213337,Unknown
ownership,0.90801513,435054320,cutters,0,435054320,Unknown,cutters,Unknown
membership,0.90199476,435054320,8327,0,435054320,Unknown,8327,Unknown
family_relationship,0.96243066,435054320,Teresa Rivera,0,435054320,Unknown,Teresa Rivera,Country_271835
ownership,0.8539488,435054320,Conduct Joint,0,435054320,Unknown,Conduct Joint,Unknown
family_relationship,0.90449923,435054320,e1d7b4ac-ed31-42a4-9375-4afb0f78f276,0,435054320,Unknown,e1d7b4ac-ed31-42a4-9375-4afb0f78f276,Unknown
family_relationship,0.8544316,435054320,Mary Horton,0,435054320,Unknown,Mary Horton,Country_271835
ownership,0.8105779,435054320,Jeremy Norris,0,435054320,Unknown,Jeremy Norris,Country_271835
membership,0.9077072,435054320,Angela Spencer,0,435054320,Unknown,Angela Spencer,Country_271835
membership,0.8222405,435054320,Jenna Barton,0,435054320,Unknown,Jenna Barton,Country_271835
ownership,0.9261155,435054320,f7a4114d-d1ca-44df-a7e0-c72e440671ba,0,435054320,Unknown,f7a4114d-d1ca-44df-a7e0-c72e440671ba,Unknown
ownership,0.8629763,435054320,f9f6fc72-83db-4c44-a818-dde6c33985f9,0,435054320,Unknown,f9f6fc72-83db-4c44-a818-dde6c33985f9,Unknown
family_relationship,0.81258255,435054320,7298083,0,435054320,Unknown,7298083,Unknown
membership,0.8709453,435054320,39,0,435054320,Unknown,39,Unknown
membership,0.8094904,435054320,Tyler Brown,0,435054320,Unknown,Tyler Brown,Country_271835
membership,0.85379094,435054320,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,0,435054320,Unknown,Fisherman'sFriend Charter Boat S.A. de C.V. Freight ,Unknown
ownership,0.91270125,435054320,863749817,0,435054320,Unknown,863749817,Unknown
ownership,0.83613294,435054320,567217,0,435054320,Unknown,567217,Unknown
membership,0.80222934,435054320,48,0,435054320,Unknown,48,Unknown
ownership,0.89469075,435054320,475,0,435054320,Unknown,475,Unknown
membership,0.8028433,435054320,Oliver,0,435054320,Unknown,Oliver,Unknown
membership,0.85862243,435054320,Amanda Becker,0,435054320,Unknown,Amanda Becker,Country_271835
membership,0.8124797,435054320,Frederick Hunter,0,435054320,Unknown,Frederick Hunter,Oceanus
partnership,0.8676915,435054320,Linda Holden,0,435054320,Unknown,Linda Holden,Country_271835
partnership,0.84074193,435054320,Donna Romero,0,435054320,Unknown,Donna Romero,Country_271835
partnership,0.85429394,435054320,Amanda Garcia,0,435054320,Unknown,Amanda Garcia,Country_271835
partnership,0.856871,435054320,75471,0,435054320,Unknown,75471,Unknown
partnership,0.88217443,435054320,Wendy Crane,0,435054320,Unknown,Wendy Crane,Country_913963
membership,0.92485267,435054320,Danielle Perry,0,435054320,Unknown,Danielle Perry,Country_271835
